ID	title	language	region	release_date	serial
DOL-GSYE-USA	Shrek Super Party	English	NTSC-U		DOL-GSYE-USA
DOL-GSYP-EUR	Shrek Super Party	English / French / German / Italian / Spanish	PAL		DOL-GSYP-EUR
DOL-GSZP-EUR	Speed Challenge: Jacques Villeneuve's Racing Vision	English / French	PAL	2002-10-18	DOL-GSZP-EUR
DOL-GT2J-JPN	Tengai Makyou II: Manji Maru	Japanese	NTSC-J		DOL-GT2J-JPN
DOL-GT3D-NOE	Tony Hawk's Pro Skater 3	German	PAL	2001-11-18	DOL-GT3D-NOE
DOL-GT3E-USA	Tony Hawk's Pro Skater 3	English	NTSC-U	2001-11-18	DOL-GT3E-USA
DOL-GT3F-FRA	Tony Hawk's Pro Skater 3	French	PAL	2001-11-18	DOL-GT3F-FRA
DOL-GT3J-JPN	Tony Hawk's Pro Skater 3	Japanese	NTSC-J	2001-11-18	DOL-GT3J-JPN
DOL-GT3P-EUR	Tony Hawk's Pro Skater 3	English	PAL	2001-11-18	DOL-GT3P-EUR
DOL-GT4D-NOE	Tony Hawk's Pro Skater 4	German	PAL	2002-10-23	DOL-GT4D-NOE
DOL-GT4E-USA	Tony Hawk's Pro Skater 4	English	NTSC-U	2002-10-23	DOL-GT4E-USA
DOL-GT4F-FRA	Tony Hawk's Pro Skater 4	French	PAL	2002-10-23	DOL-GT4F-FRA
DOL-GT4P-UKV	Tony Hawk's Pro Skater 4	English	PAL	2002-10-23	DOL-GT4P-UKV
DOL-GT5E-USA	Starsky & Hutch	English	NTSC-U	2003-09-26	DOL-GT5E-USA
DOL-GT5P-EUR	Starsky & Hutch	English / French / German / Italian / Spanish	PAL	2003-09-26	DOL-GT5P-EUR
DOL-GT6E-USA	Terminator 3: The Redemption	English	NTSC-U	2004-09-09	DOL-GT6E-USA
DOL-GT6J-JPN	Terminator 3: The Redemption	Japanese	NTSC-J	2004-09-09	DOL-GT6J-JPN
DOL-GT6P-EUR	Terminator 3: The Redemption	English / French / German / Italian / Spanish	PAL	2004-09-09	DOL-GT6P-EUR
DOL-GT7E-USA	Tom Clancy's Splinter Cell: Pandora Tomorrow	English	NTSC-U	2004-07-15	DOL-GT7E-USA
DOL-GT7P-UKV	Tom Clancy's Splinter Cell: Pandora Tomorrow	English	PAL	2004-07-15	DOL-GT7P-UKV
DOL-GT7X-EUR	Tom Clancy's Splinter Cell: Pandora Tomorrow	French / German / Italian / Spanish	PAL	2004-07-15	DOL-GT7X-EUR
DOL-GT8E-USA	Big Mutha Truckers	English	NTSC-U	2003-03-25	DOL-GT8E-USA
DOL-GT8P-EUR	Big Mutha Truckers	English / French / German / Italian / Spanish	PAL	2003-03-25	DOL-GT8P-EUR
DOL-GTAE-USA	Top Angler: Real Bass Fishing	English	NTSC-U		DOL-GTAE-USA
DOL-GTAP-UKV	Top Angler: Real Bass Fishing	English	PAL		DOL-GTAP-UKV
DOL-GTBJ-JPN	NHK Tensai Bit-kun: Glamon Battle	Japanese	NTSC-J		DOL-GTBJ-JPN
DOL-GTCJ-JPN	GT Cube	Japanese	NTSC-J		DOL-GTCJ-JPN
DOL-GTDE-USA	Tony Hawk's Underground	English	NTSC-U	2003-10-28	DOL-GTDE-USA
DOL-GTDP-EUR	Tony Hawk's Underground	English / French / German	PAL	2003-10-28	DOL-GTDP-EUR
DOL-GTEE-USA	1080° Avalanche	English	NTSC-U	2003-11-27	DOL-GTEE-USA
DOL-GTEJ-JPN	1080° Silver Storm	Japanese	NTSC-J		DOL-GTEJ-JPN
DOL-GTEP-EUR	1080° Avalanche	English / French / German / Italian / Spanish	PAL	2003-11-27	DOL-GTEP-EUR
DOL-GTEW-KOR	1080° Avalanche	English	NTSC-J	2003-11-27	DOL-GTEW-KOR
DOL-GTFE-USA	Teenage Mutant Ninja Turtles	English	NTSC-U	2003-10-21	DOL-GTFE-USA
DOL-GTFP-EUR	Teenage Mutant Ninja Turtles	English / French / German / Italian / Spanish	PAL	2003-10-21	DOL-GTFP-EUR
DOL-GTGE-USA	Top Gun: Combat Zones	English	NTSC-U	2002-10-20	DOL-GTGE-USA
DOL-GTGJ-JPN	Top Gun: Ace of the Sky	Japanese	NTSC-J		DOL-GTGJ-JPN
DOL-GTGP-EUR	Top Gun: Combat Zones	Dutch / English / French / German / Italian / Spanish	PAL	2002-10-20	DOL-GTGP-EUR
DOL-GTHJ-JPN	Charinko Hero	Japanese	NTSC-J	2003-07-17	DOL-GTHJ-JPN
DOL-GTIE-USA	Tiger Woods PGA Tour 2003	English	NTSC-U	2002-11-01	DOL-GTIE-USA
DOL-GTIP-EUR	Tiger Woods PGA Tour 2003	English	PAL	2002-11-01	DOL-GTIP-EUR
DOL-GTIP-UKV	Tiger Woods PGA Tour 2003	English	PAL	2002-11-01	DOL-GTIP-UKV
DOL-GTJE-USA	Tom and Jerry in War of the Whiskers	English	NTSC-U	2003-01-04	DOL-GTJE-USA
DOL-GTKD-NOE	Turok: Evolution	German	PAL	2002-09-01	DOL-GTKD-NOE
DOL-GTKE-USA	Turok: Evolution	English	NTSC-U	2002-09-01	DOL-GTKE-USA
DOL-GTKP-EUR	Turok: Evolution	English / French / Italian / Spanish	PAL	2002-09-01	DOL-GTKP-EUR
DOL-GTLE-USA	True Crime: Streets of LA	English	NTSC-U	2003-11-04	DOL-GTLE-USA
DOL-GTLP-UKV	True Crime: Streets of LA	English	PAL	2003-11-04	DOL-GTLP-UKV
DOL-GTLX-EUR	True Crime: Streets of LA	English / French / German	PAL	2003-11-04	DOL-GTLX-EUR
DOL-GTMJ-JPN	Mutsu to Nohohon	Japanese	NTSC-J	2002-07-19	DOL-GTMJ-JPN
DOL-GTNJ-JPN	Hudson Selection Vol. 4: Takahashi-Meijin no Boukenjima	Japanese	NTSC-J		DOL-GTNJ-JPN
DOL-GTOJ-JPN	Tales of Symphonia	Japanese	NTSC-J	2003-08-29	DOL-GTOJ-JPN
DOL-GTPP-EUR	Knights of the Temple: Infernal Crusade	English / French / German / Spanish	PAL	2004-03-30	DOL-GTPP-EUR
DOL-GTQE-USA	Tonka: Rescue Patrol	English	NTSC-U		DOL-GTQE-USA
DOL-GTRE-USA	Tetris Worlds	English	NTSC-U	2002	DOL-GTRE-USA
DOL-GTRJ-JPN	Tetris Worlds	Japanese	NTSC-J	2002	DOL-GTRJ-JPN
DOL-GTRP-EUR	Tetris Worlds	English / French / German	PAL	2002	DOL-GTRP-EUR
DOL-GTSE-KOR	TimeSplitters 2	English	NTSC-J	2002-10-20	DOL-GTSE-KOR
DOL-GTSE-USA	TimeSplitters 2	English	NTSC-U	2002-10-20	DOL-GTSE-USA
DOL-GTSP-EUR	TimeSplitters 2	English / French / German / Italian / Spanish	PAL	2002-10-20	DOL-GTSP-EUR
DOL-GTUE-USA	Tube Slider: The Championship of Future Formula	English	NTSC-U		DOL-GTUE-USA
DOL-GTVE-USA	TransWorld Surf: Next Wave	English	NTSC-U		DOL-GTVE-USA
DOL-GTWE-USA	Taz: Wanted	English / French / German / Italian / Spanish	NTSC-U	2002-09-26	DOL-GTWE-USA
DOL-GTWP-EUR	Taz: Wanted	English / French / German / Italian / Spanish	PAL	2002-09-26	DOL-GTWP-EUR
DOL-GTYE-USA	TY the Tasmanian Tiger	English	NTSC-U	2002-10-08	DOL-GTYE-USA
DOL-GTYP-EUR	TY the Tasmanian Tiger	English / French / German / Italian / Spanish	PAL	2002-10-08	DOL-GTYP-EUR
DOL-GTZE-USA	Disney's Tarzan: Untamed	English / French	NTSC-U		DOL-GTZE-USA
DOL-GTZP-EUR	Disney's Tarzan: Freeride	English / French / German / Italian / Spanish	PAL		DOL-GTZP-EUR
DOL-GU2D-NOE	2 Games in 1: Disney/Pixar Die Unglaublichen + Disney/Pixar Findet Nemo	German	PAL		DOL-GU2D-NOE
DOL-GU2F-FRA	2 Games in 1: Disney/Pixar Les Indestructibles + Disney/Pixar Le Monde de Nemo (Les Indestructibles)	French	PAL		DOL-GU2F-FRA
DOL-GU3D-NOE	2 Games in 1: Nickelodeon SpongeBob Schwammkopf: Der Film + Nickelodeon Tak 2: Der Stab der Träume	German	PAL		DOL-GU3D-NOE
DOL-GU3X-FAH	2 Games in 1: Bob L'éponge: Le Film + Tak 2: Le Sceptre des Rêves (Bob L'éponge: Le Film)	French	PAL		DOL-GU3X-FAH
DOL-GU4Y-NOE	2 Games in 1: Nickelodeon SpongeBob Schwammkopf: Der Film + Nickelodeon SpongeBob Schwammkopf: Schlacht um Bikini Bottom	German	PAL		DOL-GU4Y-NOE
DOL-GU6E-USA	Nicktoons: Battle for Volcano Island	English	NTSC-U	2006-10-24	DOL-GU6E-USA
DOL-GUBE-USA	The Urbz: Sims in the City	English	NTSC-U	2004-11-09	DOL-GUBE-USA
DOL-GUBJ-JPN	The Urbz: Sims in the City	Japanese	NTSC-J	2004-11-09	DOL-GUBJ-JPN
DOL-GUBP-UKV	The Urbz: Sims in the City	Dutch / English / French / German / Spanish	PAL	2004-11-09	DOL-GUBP-UKV
DOL-GUCD-NOE	UEFA Champions League 2004-2005	German	PAL	2005-02-02	DOL-GUCD-NOE
DOL-GUCF-FRA	UEFA Champions League 2004-2005	French	PAL	2005-02-02	DOL-GUCF-FRA
DOL-GUCP-UKV	UEFA Champions League 2004-2005	English	PAL	2005-02-02	DOL-GUCP-UKV
DOL-GUFE-USA	UFC: Throwdown	English	NTSC-U	2002-07-29	DOL-GUFE-USA
DOL-GUFJ-JPN	UFC: Ultimate Fighting Championship 2: Tapout: Final Spec	Japanese	NTSC-J		DOL-GUFJ-JPN
DOL-GUFP-EUR	UFC: Throwdown	English	PAL	2002-07-29	DOL-GUFP-EUR
DOL-GUGD-NOE	Need for Speed: Underground 2	German	PAL	2004-11-19	DOL-GUGD-NOE
DOL-GUGE-USA	Need for Speed: Underground 2	English	NTSC-U	2004-11-15	DOL-GUGE-USA
DOL-GUGF-FRA	Need for Speed: Underground 2	French	PAL	2004-11-15	DOL-GUGF-FRA
DOL-GUGP-EUR	Need for Speed: Underground 2	English	PAL	2004-11-19	DOL-GUGP-EUR
DOL-GUGP-UKV	Need for Speed: Underground 2	English	PAL	2004-11-15	DOL-GUGP-UKV
DOL-GUMD-NOE	Gun	English / German	PAL	2002-10-20	DOL-GUMD-NOE
DOL-GUME-USA	Gun	English	NTSC-U	2002-10-20	DOL-GUME-USA
DOL-GUMP-EUR	Gun	English / French / Italian / Spanish	PAL	2002-10-20	DOL-GUMP-EUR
DOL-GUMP-UKV	Gun	English / French / Italian / Spanish	PAL	2002-10-20	DOL-GUMP-UKV
DOL-GUNE-USA	Gauntlet: Dark Legacy	English	NTSC-U	2002	DOL-GUNE-USA
DOL-GUNP-EUR	Gauntlet: Dark Legacy	English / French / German	PAL	2002	DOL-GUNP-EUR
DOL-GUPE-USA	Shadow the Hedgehog	English / French / German / Italian / Japanese / Spanish	NTSC-U	2005-11-15	DOL-GUPE-USA
DOL-GUPJ-JPN	Shadow the Hedgehog	English / French / German / Italian / Japanese / Spanish	NTSC-J	2005-11-15	DOL-GUPJ-JPN
DOL-GUPP-EUR	Shadow the Hedgehog	English / French / German / Italian / Japanese / Spanish	PAL	2005-11-15	DOL-GUPP-EUR
DOL-GUSE-USA	Universal Studios Theme Park Adventure	English	NTSC-U		DOL-GUSE-USA
DOL-GUSJ-JPN	Universal Studios Japan Adventure	Japanese	NTSC-J		DOL-GUSJ-JPN
DOL-GUSP-EUR	Universal Studios Theme Park Adventure	English / French / German / Spanish	PAL		DOL-GUSP-EUR
DOL-GUTD-NOE	Ultimate Spider-Man	German	PAL	2005-09-22	DOL-GUTD-NOE
DOL-GUTE-USA	Ultimate Spider-Man	English	NTSC-U	2005-09-22	DOL-GUTE-USA
DOL-GUTF-FRA	Ultimate Spider-Man	French	PAL	2005-10-14	DOL-GUTF-FRA
DOL-GUTI-ITA	Ultimate Spider-Man	Italian	PAL	2005-10-14	DOL-GUTI-ITA
DOL-GUTJ-JPN	Ultimate Spider-Man	Japanese	NTSC-J	2006-06-29	DOL-GUTJ-JPN
DOL-GUTP-EUR	Ultimate Spider-Man	English	PAL	2005-10-14	DOL-GUTP-EUR
DOL-GUTP-UKV	Ultimate Spider-Man	English	PAL	2005-10-14	DOL-GUTP-UKV
DOL-GUTS-ESP	Ultimate Spider-Man	Spanish	PAL	2005-10-14	DOL-GUTS-ESP
DOL-GUVE-USA	Freestyle Street Soccer	English	NTSC-U	2004-03-25	DOL-GUVE-USA
DOL-GUVP-EUR	Urban Freestyle Soccer	English / French / German / Italian / Spanish	PAL	2004-03-05	DOL-GUVP-EUR
DOL-GUYE-USA	Need for Speed: Underground 2	English	PAL	2004-11-15	DOL-GUYE-USA
DOL-GUZE-USA	Batman: Rise of Sin Tzu	English / French / Spanish	NTSC-U	2003-11-11	DOL-GUZE-USA
DOL-GUZP-EUR	Batman: Rise of Sin Tzu	English / French / German / Italian / Spanish	PAL	2003-12-05	DOL-GUZP-EUR
DOL-GV3J-JPN	V-Rally 3	English / French / German / Italian / Japanese / Spanish	NTSC-J	2003-07-10	DOL-GV3J-JPN
DOL-GV3P-EUR	V-Rally 3	English / French / German / Italian / Spanish	PAL	2003-06-27	DOL-GV3P-EUR
DOL-GV3P-UKV	V-Rally 3	English / French / German / Italian / Spanish	PAL	2003-06-27	DOL-GV3P-UKV
DOL-GV4E-USA	MVP Baseball 2005	English	NTSC-U	2005-02-22	DOL-GV4E-USA
DOL-GVCE-USA	Viewtiful Joe: Red Hot Rumble	English	NTSC-U	2005-11-08	DOL-GVCE-USA
DOL-GVCJ-JPN	Viewtiful Joe: Battle Carnival	Japanese	NTSC-J		DOL-GVCJ-JPN
DOL-GVCP-EUR	Viewtiful Joe: Red Hot Rumble	English / French / German / Italian / Spanish	PAL	2005-11-08	DOL-GVCP-EUR
DOL-GVDE-USA	Bratz: Forever Diamondz	English	NTSC-U		DOL-GVDE-USA
DOL-GVDP-UKV	Bratz: Forever Diamondz	English / French	PAL		DOL-GVDP-UKV
DOL-GVFJ-JPN	Viewtiful Joe Revival	Japanese	NTSC-J		DOL-GVFJ-JPN
DOL-GVHE-USA	Bionicle Heroes	English	NTSC-U	2006-11-14	DOL-GVHE-USA
DOL-GVJE-USA	Viewtiful Joe	English	NTSC-U	2003-06-26	DOL-GVJE-USA
DOL-GVJJ-JPN	Viewtiful Joe	Japanese	NTSC-J	2003-06-26	DOL-GVJJ-JPN
DOL-GVJP-EUR	Viewtiful Joe	English / French / German / Italian / Spanish	PAL	2003-06-26	DOL-GVJP-EUR
DOL-GVJP-NOE	Viewtiful Joe	English / French / German / Italian / Spanish	PAL	2003-06-26	DOL-GVJP-NOE
DOL-GVKE-USA	Cabela's Dangerous Hunts 2	English	NTSC-U	2005-11	DOL-GVKE-USA
DOL-GVLD-NOE	Marvel Nemesis: Rise of the Imperfects	German	PAL	2005-09-20	DOL-GVLD-NOE
DOL-GVLE-USA	Marvel Nemesis: Rise of the Imperfects	English	NTSC-U	2005-09-20	DOL-GVLE-USA
DOL-GVLF-FRA	Marvel Nemesis: L'Avènement des Imparfaits	French	PAL		DOL-GVLF-FRA
DOL-GVLP-UKV	Marvel Nemesis: Rise of the Imperfects	English	PAL	2005-09-20	DOL-GVLP-UKV
DOL-GVMP-EUR	Super Bust-A-Move All Stars	English / French / German / Italian / Spanish	PAL		DOL-GVMP-EUR
DOL-GVOE-USA	Bionicle	English	NTSC-U	2003-09-01	DOL-GVOE-USA
DOL-GVOP-EUR	Bionicle	Danish / English / French / German / Italian / Spanish	PAL	2003-09-01	DOL-GVOP-EUR
DOL-GVOP-NOE	Bionicle	Danish / English / French / German / Italian / Spanish	PAL	2003-09-01	DOL-GVOP-NOE
DOL-GVPE-USA	MVP Baseball 2004	English	NTSC-U	2004-03-09	DOL-GVPE-USA
DOL-GVRE-USA	Grooverider: Slot Car Thunder	English	NTSC-U	2003-09-25	DOL-GVRE-USA
DOL-GVSE-USA	Virtua Striker 2002	English	NTSC-U	2002-02-14	DOL-GVSE-USA
DOL-GVSJ-JPN	Virtua Striker 3 Ver. 2002	Japanese	NTSC-J		DOL-GVSJ-JPN
DOL-GVSP-EUR	Virtua Striker 3 Ver. 2002	English / French / German / Italian / Spanish	PAL		DOL-GVSP-EUR
DOL-GVWJ-JPN	Gakuen Toshi Vara Noir Roses	Japanese	NTSC-J		DOL-GVWJ-JPN
DOL-GW2E-USA	WWE Day of Reckoning 2	English	NTSC-U	2005-08-29	DOL-GW2E-USA
DOL-GW2P-EUR	WWE Day of Reckoning 2	English	PAL	2005-08-29	DOL-GW2P-EUR
DOL-GW3E-USA	WWE WrestleMania X8	English	NTSC-U	2002-06-10	DOL-GW3E-USA
DOL-GW3J-JPN	WWE WrestleMania X8	Japanese	NTSC-J	2002-06-10	DOL-GW3J-JPN
DOL-GW3P-EUR	WWE WrestleMania X8	English	PAL	2002-06-10	DOL-GW3P-EUR
DOL-GW4E-USA	Tiger Woods PGA Tour 2004	English	NTSC-U	2003-09	DOL-GW4E-USA
DOL-GW4P-EUR	Tiger Woods PGA Tour 2004	English	PAL	2003-09	DOL-GW4P-EUR
DOL-GW4P-UKV	Tiger Woods PGA Tour 2004	English	PAL	2003-09	DOL-GW4P-UKV
DOL-GW5D-NOE	Need for Speed: Carbon	German	PAL	2006-10-31	DOL-GW5D-NOE
DOL-GW5E-USA	Need for Speed: Carbon	English	NTSC-U	2006-10-31	DOL-GW5E-USA
DOL-GW5F-FRA	Need for Speed: Carbon	French	PAL	2006-10-31	DOL-GW5F-FRA
DOL-GW5P-UKV	Need for Speed: Carbon	English	PAL	2006-10-31	DOL-GW5P-UKV
DOL-GW6J-JPN	World Soccer Winning Eleven 6: Final Evolution	Japanese	NTSC-J		DOL-GW6J-JPN
DOL-GW7D-NOE	007: Agent im Kreuzfeuer	German	PAL		DOL-GW7D-NOE
DOL-GW7E-USA	007: Agent Under Fire	English	NTSC-U	2002-03-12	DOL-GW7E-USA
DOL-GW7F-FRA	007: Espion pour Cible	French	PAL		DOL-GW7F-FRA
DOL-GW7P-EUR	007: Agent Under Fire	English	PAL	2002-03-12	DOL-GW7P-EUR
DOL-GW8E-USA	World Series of Poker	English	NTSC-U	2005	DOL-GW8E-USA
DOL-GW9E-KOR	WWE WrestleMania XIX	English	NTSC-J	2003-09-08	DOL-GW9E-KOR
DOL-GW9E-USA	WWE WrestleMania XIX	English	NTSC-U	2003-09-08	DOL-GW9E-USA
DOL-GW9J-JPN	WWE WrestleMania XIX	Japanese	NTSC-J	2003-09-08	DOL-GW9J-JPN
DOL-GW9P-EUR	WWE WrestleMania XIX	English	PAL	2003-09-08	DOL-GW9P-EUR
DOL-GW9P-UKV	WWE WrestleMania XIX	English	PAL	2003-09-08	DOL-GW9P-UKV
DOL-GWAD-NOE	Spartan: Total Warrior	German	PAL	2005-10	DOL-GWAD-NOE
DOL-GWAE-USA	Spartan: Total Warrior	English	NTSC-U	2005-10	DOL-GWAE-USA
DOL-GWAF-FRA	Spartan: Total Warrior	French	PAL	2005-10	DOL-GWAF-FRA
DOL-GWAP-EUR	Spartan: Total Warrior	English / Italian / Spanish	PAL	2005-10	DOL-GWAP-EUR
DOL-GWBE-USA	Worms Blast	English / French / Spanish	NTSC-U	2002-09-04	DOL-GWBE-USA
DOL-GWBP-EUR	Worms Blast	English / French / German / Italian / Spanish	PAL	2002-09-04	DOL-GWBP-EUR
DOL-GWDP-EUR	World Racing	English / French / German / Italian / Spanish	PAL	2004-03-31	DOL-GWDP-EUR
DOL-GWEE-USA	18 Wheeler: American Pro Trucker	English	NTSC-U		DOL-GWEE-USA
DOL-GWEJ-JPN	18 Wheeler: American Pro Trucker	Japanese	NTSC-J		DOL-GWEJ-JPN
DOL-GWEP-EUR	18 Wheeler: American Pro Trucker	English / French / German / Spanish	PAL		DOL-GWEP-EUR
DOL-GWGE-KOR	Swingerz Golf	English	NTSC-J	2002	DOL-GWGE-KOR
DOL-GWGE-USA	Swingerz Golf	English	NTSC-U	2002	DOL-GWGE-USA
DOL-GWGJ-JPN	Wai Wai Golf	Japanese	NTSC-J		DOL-GWGJ-JPN
DOL-GWGP-EUR	Ace Golf	English / French	PAL		DOL-GWGP-EUR
DOL-GWHE-USA	Disney's Winnie the Pooh's Rumbly Tumbly Adventure	English / French / Spanish	NTSC-U	2005-02	DOL-GWHE-USA
DOL-GWHP-EUR	Disney's Winnie the Pooh's Rumbly Tumbly Adventure	Dutch / English / French / German / Italian / Spanish	PAL	2005-02	DOL-GWHP-EUR
DOL-GWJE-USA	Tony Hawk's American Wasteland	English	NTSC-U	2005-10-18	DOL-GWJE-USA
DOL-GWKE-USA	Peter Jackson's King Kong: The Official Game of the Movie	English / French / Spanish	NTSC-U	2005-11-17	DOL-GWKE-USA
DOL-GWKP-EUR	Peter Jackson's King Kong: The Official Game of the Movie	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Spanish / Swedish	PAL	2005-11-17	DOL-GWKP-EUR
DOL-GWLE-USA	Wallace & Gromit in Project Zoo	English	NTSC-U	2003-10-14	DOL-GWLE-USA
DOL-GWLP-UKV	Wallace & Gromit in Project Zoo	English	PAL	2003-10-14	DOL-GWLP-UKV
DOL-GWLX-EUR	Wallace & Gromit in Project Zoo	English / French / German / Italian / Spanish	PAL	2003-10-14	DOL-GWLX-EUR
DOL-GWME-USA	Worms 3D	English / French	NTSC-U	2003-10-30	DOL-GWME-USA
DOL-GWMP-EUR	Worms 3D	English / French / German / Italian / Spanish	PAL	2003-10-30	DOL-GWMP-EUR
DOL-GWOE-USA	Blowout	English	NTSC-U	2004	DOL-GWOE-USA
DOL-GWPE-USA	WWE Day of Reckoning	English	NTSC-U	2004-08-31	DOL-GWPE-USA
DOL-GWPJ-JPN	WWE Day of Reckoning	Japanese	NTSC-J	2004-08-31	DOL-GWPJ-JPN
DOL-GWPP-EUR	WWE Day of Reckoning	English	PAL	2004-08-31	DOL-GWPP-EUR
DOL-GWPP-NOE	WWE Day of Reckoning	English	PAL	2004-08-31	DOL-GWPP-NOE
DOL-GWQE-USA	Wreckless: The Yakuza Missions	English	NTSC-U	2002-11-12	DOL-GWQE-USA
DOL-GWQP-EUR	Wreckless: The Yakuza Missions	English / French / German	PAL	2002-11-12	DOL-GWQP-EUR
DOL-GWRE-USA	Wave Race: Blue Storm	English	NTSC-U	2001-09-14	DOL-GWRE-USA
DOL-GWRJ-JPN	Wave Race: Blue Storm	Japanese	NTSC-J	2001-09-14	DOL-GWRJ-JPN
DOL-GWRP-EUR	Wave Race: Blue Storm	English	PAL	2001-09-14	DOL-GWRP-EUR
DOL-GWSE-USA	ESPN International Winter Sports 2002	English	NTSC-U	2002-01-31	DOL-GWSE-USA
DOL-GWSJ-JPN	Hyper Sports 2002 Winter	Japanese	NTSC-J		DOL-GWSJ-JPN
DOL-GWSP-EUR	ESPN International Winter Sports	English / French / German / Italian	PAL	2002-01-31	DOL-GWSP-EUR
DOL-GWTE-USA	WTA Tour Tennis	English	NTSC-U	2002-09-30	DOL-GWTE-USA
DOL-GWTJ-JPN	WTA Tour Tennis Pro Evolution	Japanese	NTSC-J		DOL-GWTJ-JPN
DOL-GWTP-EUR	Pro Tennis WTA Tour	English	PAL		DOL-GWTP-EUR
DOL-GWUE-USA	Whirl Tour	English	NTSC-U	2002-11-12	DOL-GWUE-USA
DOL-GWUP-EUR	Whirl Tour	English / French / German / Italian / Spanish	PAL	2002-11-12	DOL-GWUP-EUR
DOL-GWVE-USA	X2: Wolverine's Revenge	English	NTSC-U	2003-04-15	DOL-GWVE-USA
DOL-GWVP-UKV	X-Men 2: Wolverine's Revenge	English	PAL		DOL-GWVP-UKV
DOL-GWVX-EUR	X-Men 2: Wolverine's Revenge	French / German / Spanish	PAL		DOL-GWVX-EUR
DOL-GWWE-KOR	Wario World	English	NTSC-J	2003-06-20	DOL-GWWE-KOR
DOL-GWWE-USA	Wario World	English	NTSC-U	2003-06-20	DOL-GWWE-USA
DOL-GWWJ-JPN	Wario World	Japanese	NTSC-J	2003-06-20	DOL-GWWJ-JPN
DOL-GWWP-EUR	Wario World	English / French / German / Italian / Spanish	PAL	2003-06-20	DOL-GWWP-EUR
DOL-GWXJ-JPN	Star Wars: Rogue Squadron III	Japanese	NTSC-J	2003-10-21	DOL-GWXJ-JPN
DOL-GWYE-USA	Tom Clancy's Splinter Cell: Double Agent	English / French / Spanish	NTSC-U	2006-10-26	DOL-GWYE-USA
DOL-GWYX-EUR	Tom Clancy's Splinter Cell: Double Agent	English / French / German / Italian / Spanish	PAL	2006-10-26	DOL-GWYX-EUR
DOL-GWZE-USA	Dance Dance Revolution: Mario Mix	English	NTSC-U	2005-07-14	DOL-GWZE-USA
DOL-GWZJ-JPN	Dance Dance Revolution with Mario	Japanese	NTSC-J		DOL-GWZJ-JPN
DOL-GWZP-EUR	Dancing Stage Mario Mix	English / French / German / Italian / Spanish	PAL		DOL-GWZP-EUR
DOL-GX2D-NOE	X-Men Legends II: Rise of Apocalypse	German	PAL		DOL-GX2D-NOE
DOL-GX2E-USA	X-Men Legends II: Rise of Apocalypse	English	NTSC-U		DOL-GX2E-USA
DOL-GX2P-EUR	X-Men Legends II: Rise of Apocalypse	English / French / Italian	PAL		DOL-GX2P-EUR
DOL-GX2S-ESP	X-Men Legends II: El Ascenso de Apocalipsis	Spanish	PAL		DOL-GX2S-ESP
DOL-GX3E-USA	XIII	English / French / Spanish	NTSC-U	2003	DOL-GX3E-USA
DOL-GX3P-UKV	XIII	English	PAL	2003	DOL-GX3P-UKV
DOL-GX3X-EUR	XIII	French / German / Italian / Spanish	PAL	2003	DOL-GX3X-EUR
DOL-GXAE-USA	XGRA: Extreme G Racing Association	English	NTSC-U	2003	DOL-GXAE-USA
DOL-GXAP-EUR	XGRA: Extreme G Racing Association	English / French / German / Italian / Spanish	PAL	2003	DOL-GXAP-EUR
DOL-GXBE-USA	SSX 3	English	NTSC-U	2003-10-21	DOL-GXBE-USA
DOL-GXBJ-JPN	SSX 3	Japanese	NTSC-J	2003-10-21	DOL-GXBJ-JPN
DOL-GXBP-NOE	SSX 3	English / French / German / Spanish	PAL	2003-10-21	DOL-GXBP-NOE
DOL-GXBP-UKV	SSX 3	English / French / German / Spanish	PAL	2003-10-21	DOL-GXBP-UKV
DOL-GXCE-USA	Custom Robo	English	NTSC-U	2004-03-04	DOL-GXCE-USA
DOL-GXCJ-JPN	Custom Robo: Battle Revolution	Japanese	NTSC-J		DOL-GXCJ-JPN
DOL-GXEE-USA	Sonic Riders	English / French / German / Italian / Japanese / Spanish	NTSC-U	2006	DOL-GXEE-USA
DOL-GXEJ-JPN	Sonic Riders	English / French / German / Italian / Japanese / Spanish	NTSC-J	2006	DOL-GXEJ-JPN
DOL-GXEP-EUR	Sonic Riders	English / French / German / Italian / Japanese / Spanish	PAL	2006	DOL-GXEP-EUR
DOL-GXFD-NOE	FIFA Football 2004	German	PAL		DOL-GXFD-NOE
DOL-GXFE-USA	FIFA Soccer 2004	English	NTSC-U	2003	DOL-GXFE-USA
DOL-GXFF-FRA	FIFA Football 2004	French	PAL		DOL-GXFF-FRA
DOL-GXFI-ITA	FIFA Football 2004	Italian	PAL		DOL-GXFI-ITA
DOL-GXFP-UKV	FIFA Football 2004	English	PAL		DOL-GXFP-UKV
DOL-GXFS-ESP	FIFA Football 2004	Spanish	PAL		DOL-GXFS-ESP
DOL-GXGE-USA	Mega Man X Collection	English	NTSC-U	2006-01-10	DOL-GXGE-USA
DOL-GXLE-USA	X-Men Legends	English	NTSC-U		DOL-GXLE-USA
DOL-GXLP-UKV	X-Men Legends	English	PAL		DOL-GXLP-UKV
DOL-GXLX-EUR	X-Men Legends	English / French / German	PAL		DOL-GXLX-EUR
DOL-GXME-USA	X-Men: Next Dimension	English	NTSC-U	2002-10-15	DOL-GXME-USA
