ID	title	language	region	release_date	serial
DOL-GKYJ-JPN	Kirby no Air Ride	Japanese	NTSC-J	2003-07-11	DOL-GKYJ-JPN
DOL-GKYP-EUR	Kirby Air Ride	English / French / German / Italian / Spanish	PAL	2003-07-11	DOL-GKYP-EUR
DOL-GKZD-NOE	Codename: Kids Next Door: Operation: V.I.D.E.O.S.P.I.E.L.	German	PAL	2005-12-02	DOL-GKZD-NOE
DOL-GKZE-USA	Codename: Kids Next Door: Operation: V.I.D.E.O.G.A.M.E.	English	NTSC-U	2005-10-16	DOL-GKZE-USA
DOL-GKZP-UKV	Codename: Kids Next Door: Operation: V.I.D.E.O.G.A.M.E.	English	PAL	2005-12-02	DOL-GKZP-UKV
DOL-GL2E-USA	Legends of Wrestling II	English	NTSC-U	2002-11-25	DOL-GL2E-USA
DOL-GL2P-EUR	Legends of Wrestling II	English	PAL	2002-11-25	DOL-GL2P-EUR
DOL-GL3J-JPN	Lupin III: Umi ni Kieta Hihou	Japanese	NTSC-J	2003-07-31	DOL-GL3J-JPN
DOL-GL5E-USA	LEGO Star Wars: The Video Game	English	NTSC-U	2005-10-25	DOL-GL5E-USA
DOL-GL5P-UKV	LEGO Star Wars: The Video Game	English	PAL	2005-10-25	DOL-GL5P-UKV
DOL-GL5X-EUR	LEGO Star Wars: The Video Game	French / German	PAL	2005-10-25	DOL-GL5X-EUR
DOL-GL7E-USA	LEGO Star Wars II: The Original Trilogy	English	NTSC-U	2006-09-12	DOL-GL7E-USA
DOL-GL7P-EUR	LEGO Star Wars II: The Original Trilogy	Danish / English / French / German	PAL	2006-09-12	DOL-GL7P-EUR
DOL-GL8D-NOE	Tomb Raider: Legend	German	PAL	2006-12-01	DOL-GL8D-NOE
DOL-GL8E-USA	Tomb Raider: Legend	English	NTSC-U	2006-11-14	DOL-GL8E-USA
DOL-GL8F-FRA	Tomb Raider: Legend	French	PAL	2006-12-01	DOL-GL8F-FRA
DOL-GL8P-UKV	Tomb Raider: Legend	English	PAL	2006-12-01	DOL-GL8P-UKV
DOL-GLBE-USA	Home Run King	English	NTSC-U	2002-03	DOL-GLBE-USA
DOL-GLCD-NOE	Lemony Snicket: Rätselhafte Ereignisse	German	PAL	2004-11-26	DOL-GLCD-NOE
DOL-GLCE-USA	Lemony Snicket's A Series of Unfortunate Events	English	NTSC-U	2004-11-09	DOL-GLCE-USA
DOL-GLCF-FRA	Les Désastreuses Aventures des Orphelins Baudelaire: D'Apres Lemony Snicket	French	PAL	2004-11-26	DOL-GLCF-FRA
DOL-GLCP-UKV	Lemony Snicket's A Series of Unfortunate Events	English	PAL	2004-11-09	DOL-GLCP-UKV
DOL-GLCS-ESP	Una Serie de Catastróficas Desdichas de Lemony Snicket	Spanish	PAL	2004-11-26	DOL-GLCS-ESP
DOL-GLEE-USA	Resident Evil 3: Nemesis	English	NTSC-U	2003	DOL-GLEE-USA
DOL-GLEJ-JPN	Biohazard 3: Last Escape	Japanese	NTSC-J	2003-01-23	DOL-GLEJ-JPN
DOL-GLEP-EUR	Resident Evil 3: Nemesis	English / French / German / Italian / Spanish	PAL	2003	DOL-GLEP-EUR
DOL-GLGP-EUR	Largo Winch: Empire Under Threat	English / French / German / Italian / Spanish	PAL	2002-09	DOL-GLGP-EUR
DOL-GLHE-USA	DreamWorks & Aardman Flushed Away	English	NTSC-U	2006-10-24	DOL-GLHE-USA
DOL-GLHP-EUR	DreamWorks & Aardman Flushed Away	English / French / German / Italian / Spanish	PAL	2006-10-24	DOL-GLHP-EUR
DOL-GLIJ-JPN	Special Jinsei Game	Japanese	NTSC-J	2003-05-01	DOL-GLIJ-JPN
DOL-GLJJ-JPN	Radirgy Generic	Japanese	NTSC-J	2006-05-25	DOL-GLJJ-JPN
DOL-GLLE-USA	Disney/Pixar Ratatouille	English	NTSC-U	2007-06-26	DOL-GLLE-USA
DOL-GLLF-FRA	Disney/Pixar Ratatouille	French	PAL	2007-08-03	DOL-GLLF-FRA
DOL-GLME-USA	Luigi's Mansion	English	NTSC-U	2001-09-14	DOL-GLME-USA
DOL-GLMJ-DIS	Luigi Mansion	Japanese	NTSC-J	2001-09-14	DOL-GLMJ-DIS
DOL-GLMJ-JPN	Luigi Mansion	Japanese	NTSC-J	2001-09-14	DOL-GLMJ-JPN
DOL-GLMP-EUR	Luigi's Mansion	English / French / German / Italian / Spanish	PAL	2001-09-14	DOL-GLMP-EUR
DOL-GLNE-USA	Looney Tunes: Back in Action	English	NTSC-U	2003-11	DOL-GLNE-USA
DOL-GLNP-EUR	Looney Tunes: Back in Action	English / French / German / Italian / Spanish	PAL	2003-11	DOL-GLNP-EUR
DOL-GLOD-NOE	Der Herr der Ringe: Die zwei Türme	German	PAL	2003-03-14	DOL-GLOD-NOE
DOL-GLOE-USA	The Lord of the Rings: The Two Towers	English	NTSC-U	2002-12-31	DOL-GLOE-USA
DOL-GLOF-FRA	Le Seigneur des Anneaux: Les Deux Tours	French	PAL	2003-03-14	DOL-GLOF-FRA
DOL-GLOI-ITA	Il Signore degli Anelli: Le Due Torri	Italian	PAL	2003-03-14	DOL-GLOI-ITA
DOL-GLOJ-JPN	Lord of the Rings: Futatsu no Tou	Japanese	NTSC-J	2003-02-14	DOL-GLOJ-JPN
DOL-GLOP-EUR	The Lord of the Rings: The Two Towers	Dutch / English	PAL	2002-12-31	DOL-GLOP-EUR
DOL-GLOS-ESP	El Señor de los Anillos: Las Dos Torres	Spanish	PAL	2003-03-14	DOL-GLOS-ESP
DOL-GLQE-USA	Tom Clancy's Rainbow Six: Lockdown	English	NTSC-U	2005-09-27	DOL-GLQE-USA
DOL-GLQP-EUR	Tom Clancy's Rainbow Six: Lockdown	English / French / German / Italian / Spanish	PAL	2005-09-27	DOL-GLQP-EUR
DOL-GLRD-NOE	Star Wars: Rogue Squadron III: Rebel Strike	English / German	PAL	2003-11-07	DOL-GLRD-NOE
DOL-GLRE-USA	Star Wars: Rogue Squadron III: Rebel Strike	English / French / German / Italian / Spanish	NTSC-U	2003-10-15	DOL-GLRE-USA
DOL-GLRF-FRA	Star Wars: Rogue Squadron III: Rebel Strike	English / French	PAL	2003-11-07	DOL-GLRF-FRA
DOL-GLRJ-JPN	Star Wars: Rogue Squadron III: Rebel Strike	English / French / German / Italian / Spanish	NTSC-J	2003-11-21	DOL-GLRJ-JPN
DOL-GLRP-EUR	Star Wars: Rogue Squadron III: Rebel Strike	English / French / German / Italian / Spanish	PAL	2003-11-07	DOL-GLRP-EUR
DOL-GLSD-NOE	Gladius	German	PAL	2003-10-29	DOL-GLSD-NOE
DOL-GLSE-USA	Gladius	English	NTSC-U	2003-10-29	DOL-GLSE-USA
DOL-GLSF-FRA	Gladius	French	PAL	2003-10-29	DOL-GLSF-FRA
DOL-GLSP-EUR	Gladius	English / Italian / Spanish	PAL	2003-10-29	DOL-GLSP-EUR
DOL-GLUE-USA	Lotus Challenge	English	NTSC-U	2004-07-27	DOL-GLUE-USA
DOL-GLVD-NOE	Die Chroniken von Narnia: Der König von Narnia	German	PAL	2006-03-31	DOL-GLVD-NOE
DOL-GLVE-USA	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	English	NTSC-U	2005-11-14	DOL-GLVE-USA
DOL-GLVF-FRA	Le Monde de Narnia: Chapitre 1: Le Lion, la Sorcière Blanche et l'Armoire Magique	French	PAL	2006-03-31	DOL-GLVF-FRA
DOL-GLVP-UKV	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	English	PAL	2005-11-14	DOL-GLVP-UKV
DOL-GLWE-USA	Legends of Wrestling	English	NTSC-U	2002-06	DOL-GLWE-USA
DOL-GLWP-EUR	Legends of Wrestling	English	PAL	2002-06	DOL-GLWP-EUR
DOL-GLXJ-JPN	Legend of Golfer	Japanese	NTSC-J	2004-06-17	DOL-GLXJ-JPN
DOL-GLYE-USA	NBA Live 2005	English	NTSC-U	2004-09-28	DOL-GLYE-USA
DOL-GLYP-EUR	NBA Live 2005	English / French	PAL	2004-09-28	DOL-GLYP-EUR
DOL-GLYP-NOE	NBA Live 2005	English / French	PAL	2004-09-28	DOL-GLYP-NOE
DOL-GLZD-NOE	007: Liebesgrüsse aus Moskau	German	PAL	2005-11-18	DOL-GLZD-NOE
DOL-GLZE-USA	007: From Russia with Love	English	NTSC-U	2005-11-15	DOL-GLZE-USA
DOL-GLZF-FRA	007: Bons Baisers de Russie	French	PAL	2005-11-18	DOL-GLZF-FRA
DOL-GLZP-EUT	007: From Russia with Love	English	PAL	2005-11-15	DOL-GLZP-EUT
DOL-GLZP-UKV	007: From Russia with Love	English	PAL	2005-11-15	DOL-GLZP-UKV
DOL-GM2E-USA	Super Monkey Ball 2	English	NTSC-U	2002-08-24	DOL-GM2E-USA
DOL-GM2J-JPN	Super Monkey Ball 2	Japanese	NTSC-J	2002-08-24	DOL-GM2J-JPN
DOL-GM2P-EUR	Super Monkey Ball 2	English / French / German / Italian / Spanish	PAL	2002-08-24	DOL-GM2P-EUR
DOL-GM3E-USA	Madden NFL 2003	English	NTSC-U	2002-08-12	DOL-GM3E-USA
DOL-GM3P-EUR	Madden NFL 2003	English	PAL	2002-08-12	DOL-GM3P-EUR
DOL-GM4E-KOR	Mario Kart: Double Dash!!	English	NTSC-J	2003-11-13	DOL-GM4E-KOR
DOL-GM4E-USA	Mario Kart: Double Dash!!	English	NTSC-U	2003-11-13	DOL-GM4E-USA
DOL-GM4J-JPN	Mario Kart: Double Dash!!	Japanese	NTSC-J	2003-11-13	DOL-GM4J-JPN
DOL-GM4P-EUR	Mario Kart: Double Dash!!	English / French / German / Italian / Spanish	PAL	2003-11-13	DOL-GM4P-EUR
DOL-GM5D-NOE	Metal Arms: Glitch in the System	German	PAL	2003-11-19	DOL-GM5D-NOE
DOL-GM5E-USA	Metal Arms: Glitch in the System	English	NTSC-U	2003-11-19	DOL-GM5E-USA
DOL-GM5F-FRA	Metal Arms: Glitch in the System	French	PAL	2003-11-19	DOL-GM5F-FRA
DOL-GM5P-UKV	Metal Arms: Glitch in the System	English	PAL	2003-11-19	DOL-GM5P-UKV
DOL-GM6E-USA	Medabots Infinity	English	NTSC-U	2003-12-14	DOL-GM6E-USA
DOL-GM6J-JPN	Medarot Brave	Japanese	NTSC-J	2003-11-28	DOL-GM6J-JPN
DOL-GM6P-EUR	Medabots Infinity	Dutch / English / French / German	PAL	2004-09-24	DOL-GM6P-EUR
DOL-GM8E-KOR	Metroid Prime	English	NTSC-J	2002-11-18	DOL-GM8E-KOR
DOL-GM8E-USA	Metroid Prime	English	NTSC-U	2002-11-18	DOL-GM8E-USA
DOL-GM8J-JPN	Metroid Prime	Japanese	NTSC-J	2002-11-18	DOL-GM8J-JPN
DOL-GM8P-EUR	Metroid Prime	English / French / German / Italian / Spanish	PAL	2002-11-18	DOL-GM8P-EUR
DOL-GM9E-USA	Muppets: Party Cruise	English	NTSC-U	2003-11-11	DOL-GM9E-USA
DOL-GMAE-USA	Mary-Kate and Ashley: Sweet 16: Licensed to Drive	English	NTSC-U	2003-02-14	DOL-GMAE-USA
DOL-GMAP-EUR	Mary-Kate and Ashley: Sweet 16: Licensed to Drive	English	PAL	2003-02-14	DOL-GMAP-EUR
DOL-GMBE-USA	Super Monkey Ball	English	NTSC-U	2001-09-14	DOL-GMBE-USA
DOL-GMBJ-JPN	Super Monkey Ball	Japanese	NTSC-J	2001-09-14	DOL-GMBJ-JPN
DOL-GMBP-EUR	Super Monkey Ball	English / French / German / Italian / Spanish	PAL	2001-09-14	DOL-GMBP-EUR
DOL-GMDE-USA	Madden NFL 2002	English	NTSC-U	2001-11-18	DOL-GMDE-USA
DOL-GMEE-USA	Men in Black II: Alien Escape	English	NTSC-U	2002-11-20	DOL-GMEE-USA
DOL-GMEP-EUR	Men in Black II: Alien Escape	English / French / German / Italian / Spanish	PAL	2002-11-20	DOL-GMEP-EUR
DOL-GMFD-NOE	Medal of Honor: Frontline	German	PAL	2002-11-07	DOL-GMFD-NOE
DOL-GMFE-USA	Medal of Honor: Frontline	English	NTSC-U	2002-11-07	DOL-GMFE-USA
DOL-GMFF-FRA	Medal of Honor: En Première Ligne	French	PAL	2002-12-06	DOL-GMFF-FRA
DOL-GMFI-ITA	Medal of Honor: Frontline	Italian	PAL	2002-11-07	DOL-GMFI-ITA
DOL-GMFP-UKV	Medal of Honor: Frontline	English	PAL	2002-11-07	DOL-GMFP-UKV
DOL-GMFS-ESP	Medal of Honor: Frontline	Spanish	PAL	2002-11-07	DOL-GMFS-ESP
DOL-GMHE-USA	Mat Hoffman's Pro BMX 2	English	NTSC-U	2002-10-08	DOL-GMHE-USA
DOL-GMHF-FRA	Mat Hoffman's Pro BMX 2	French	PAL	2002-10-08	DOL-GMHF-FRA
DOL-GMHP-EUR	Mat Hoffman's Pro BMX 2	English	PAL	2002-10-08	DOL-GMHP-EUR
DOL-GMIE-USA	Mission: Impossible: Operation Surma	English	NTSC-U	2004-03-23	DOL-GMIE-USA
DOL-GMIJ-JPN	Mission: Impossible: Operation Surma	Japanese	NTSC-J	2004-03-25	DOL-GMIJ-JPN
DOL-GMIP-EUR	Mission: Impossible: Operation Surma	English / French / German / Italian / Spanish	PAL	2004-04-02	DOL-GMIP-EUR
DOL-GMJE-USA	Monster Jam: Maximum Destruction	English	NTSC-U	2002-11-19	DOL-GMJE-USA
DOL-GMJP-EUR	Monster Jam: Maximum Destruction	English	PAL	2002-11-19	DOL-GMJP-EUR
DOL-GMKD-NOE	Mortal Kombat: Deadly Alliance	English / French / German / Italian / Spanish	PAL	2002-11-18	DOL-GMKD-NOE
DOL-GMKE-USA	Mortal Kombat: Deadly Alliance	English	NTSC-U	2002-11-18	DOL-GMKE-USA
DOL-GMKP-EUR	Mortal Kombat: Deadly Alliance	English / French / German / Italian / Spanish	PAL	2002-11-18	DOL-GMKP-EUR
DOL-GMLE-USA	ESPN MLS ExtraTime 2002	English	NTSC-U	2002	DOL-GMLE-USA
DOL-GMNE-USA	Disney/Pixar Monsters, Inc.: Scream Arena	English	NTSC-U	2002-09-14	DOL-GMNE-USA
DOL-GMNP-EUR	Disney/Pixar Monsters, Inc.: Scream Arena	English / French / German / Italian / Spanish	PAL	2003-04-11	DOL-GMNP-EUR
DOL-GMOP-EUR	Micro Machines	English / French / German / Italian / Spanish	PAL	2003-01-17	DOL-GMOP-EUR
DOL-GMPE-KOR	Mario Party 4	English	NTSC-J	2002-10-21	DOL-GMPE-KOR
DOL-GMPE-USA	Mario Party 4	English	NTSC-U	2002-10-21	DOL-GMPE-USA
DOL-GMPJ-JPN	Mario Party 4	Japanese	NTSC-J	2002-10-21	DOL-GMPJ-JPN
DOL-GMPP-EUR	Mario Party 4	English / French / German / Italian / Spanish	PAL	2002-10-21	DOL-GMPP-EUR
DOL-GMQE-USA	Monopoly Party	English	NTSC-U	2002-11-20	DOL-GMQE-USA
DOL-GMQP-EUR	Monopoly Party	English / French / German / Italian / Spanish	PAL	2002-11-20	DOL-GMQP-EUR
DOL-GMRE-USA	Big Air Freestyle	English	NTSC-U	2002-09-24	DOL-GMRE-USA
DOL-GMRP-EUR	Big Air Freestyle	English / French / German / Italian / Spanish	PAL	2002-09-24	DOL-GMRP-EUR
DOL-GMSE-KOR	Super Mario Sunshine	English	NTSC-J	2002-07-19	DOL-GMSE-KOR
DOL-GMSE-USA	Super Mario Sunshine	English	NTSC-U	2002-07-19	DOL-GMSE-USA
DOL-GMSJ-JPN	Super Mario Sunshine	Japanese	NTSC-J	2002-07-19	DOL-GMSJ-JPN
DOL-GMSP-EUR	Super Mario Sunshine	English / French / German / Italian / Spanish	PAL	2002-07-19	DOL-GMSP-EUR
DOL-GMTE-USA	Disney's Party	English	NTSC-U	2003-09-16	DOL-GMTE-USA
DOL-GMTJ-JPN	Disney's Magical Park	Japanese	NTSC-J	2002-08-01	DOL-GMTJ-JPN
DOL-GMTP-EUR	Disney's Party	English	PAL	2003-10-17	DOL-GMTP-EUR
DOL-GMTP-NOE	Disney's Party	English / French / German / Italian / Spanish	PAL	2002-08-01	DOL-GMTP-NOE
DOL-GMUE-USA	Dr. Muto	English	NTSC-U	2003-01-03	DOL-GMUE-USA
DOL-GMWD-NOE	Minority Report: Everybody Runs	German	PAL	2002-11-19	DOL-GMWD-NOE
DOL-GMWE-USA	Minority Report: Everybody Runs	English	NTSC-U	2002-11-19	DOL-GMWE-USA
DOL-GMWF-FRA	Minority Report: Le Futur vous Rattrape	French	PAL	2002-12-06	DOL-GMWF-FRA
DOL-GMWP-UKV	Minority Report: Everybody Runs	English	PAL	2002-11-19	DOL-GMWP-UKV
DOL-GMXE-KOR	Enter the Matrix	English	NTSC-J	2003-05-15	DOL-GMXE-KOR
DOL-GMXE-USA	Enter the Matrix	English	NTSC-U	2003-05-15	DOL-GMXE-USA
DOL-GMXJ-JPN	Enter the Matrix	Japanese	NTSC-J	2003-05-15	DOL-GMXJ-JPN
DOL-GMXP-EUR	Enter the Matrix	English / French / German / Italian / Spanish	PAL	2003-05-15	DOL-GMXP-EUR
DOL-GMYJ-JPN	Gekitou Pro Yakyuu	Japanese	NTSC-J	2003-09-11	DOL-GMYJ-JPN
DOL-GMZE-USA	Monster 4x4: Masters of Metal	English	NTSC-U	2003-12-09	DOL-GMZE-USA
DOL-GN2E-USA	NASCAR: Dirt to Daytona	English	NTSC-U	2002-11-12	DOL-GN2E-USA
DOL-GN3E-USA	NHL Hitz 2003	English	NTSC-U	2002-09-16	DOL-GN3E-USA
DOL-GN3P-EUR	NHL Hitz 2003	English	PAL	2002-11-01	DOL-GN3P-EUR
DOL-GN4E-USA	NASCAR 2005: Chase for the Cup	English	NTSC-U	2004-09-04	DOL-GN4E-USA
DOL-GN5E-USA	NHL 2005	English / French	NTSC-U	2004-09-20	DOL-GN5E-USA
DOL-GN5P-EUR	NHL 2005	English / French / German	PAL	2004-09-20	DOL-GN5P-EUR
DOL-GN6E-USA	NHL 06	English / French	NTSC-U	2005-09-09	DOL-GN6E-USA
DOL-GN6P-EUR	NHL 06	English / French	PAL	2005-09-09	DOL-GN6P-EUR
DOL-GN6P-NOE	NHL 06	English / French	PAL	2005-09-09	DOL-GN6P-NOE
DOL-GN7E-USA	NFL Street 2	English	NTSC-U	2004-12-22	DOL-GN7E-USA
DOL-GN7P-UKV	NFL Street 2	English	PAL	2004-12-22	DOL-GN7P-UKV
DOL-GN8E-USA	NBA Live 2004	English	NTSC-U	2003-10-14	DOL-GN8E-USA
DOL-GN8P-EUR	NBA Live 2004	English / French / German / Italian / Spanish	PAL	2003-10-14	DOL-GN8P-EUR
DOL-GN9E-USA	Nickelodeon Party Blast	English	NTSC-U	2002-12-06	DOL-GN9E-USA
DOL-GNAE-USA	NCAA College Football 2K3	English	NTSC-U	2002-09-03	DOL-GNAE-USA
DOL-GNBE-USA	NBA Courtside 2002	English	NTSC-U	2002-01-14	DOL-GNBE-USA
DOL-GNBJ-JPN	NBA Courtside 2002	Japanese	NTSC-J	2002-01-14	DOL-GNBJ-JPN
DOL-GNBP-EUR	NBA Courtside 2002	English	PAL	2002-01-14	DOL-GNBP-EUR
DOL-GNCE-USA	NASCAR Thunder 2003	English	NTSC-U	2002-09-24	DOL-GNCE-USA
DOL-GNDD-NOE	Need for Speed: Underground	German	PAL	2003-11-17	DOL-GNDD-NOE
DOL-GNDE-USA	Need for Speed: Underground	English	NTSC-U	2003-11-17	DOL-GNDE-USA
DOL-GNDF-FRA	Need for Speed: Underground	French	PAL	2003-11-17	DOL-GNDF-FRA
DOL-GNDJ-JPN	Need for Speed: Underground	Japanese	NTSC-J	2003-11-17	DOL-GNDJ-JPN
DOL-GNDP-UKV	Need for Speed: Underground	English	PAL	2003-11-17	DOL-GNDP-UKV
DOL-GNED-NOE	Disney/Pixar Findet Nemo	German	PAL	2003-09-26	DOL-GNED-NOE
DOL-GNEE-USA	Disney/Pixar Finding Nemo	English	NTSC-U	2006	DOL-GNEE-USA
DOL-GNEF-FRA	Disney/Pixar Le Monde de Nemo	French	PAL	2003-09-26	DOL-GNEF-FRA
DOL-GNEK-KOR	Disney/Pixar Nemo-reul Chajaseo	Korean	NTSC-J	2003	DOL-GNEK-KOR
DOL-GNEP-UKV	Disney/Pixar Finding Nemo	English	PAL	2006	DOL-GNEP-UKV
DOL-GNES-ESP	Disney/Pixar Buscando a Nemo	Spanish	PAL	2003-09-26	DOL-GNES-ESP
DOL-GNFE-USA	NFL Blitz 2002	English	NTSC-U	2002-03-18	DOL-GNFE-USA
DOL-GNGE-USA	NCAA Football 2003	English	NTSC-U	2002-07-24	DOL-GNGE-USA
DOL-GNHE-USA	NHL Hitz 2002	English	NTSC-U	2001-11-17	DOL-GNHE-USA
DOL-GNHP-EUR	NHL Hitz 2002	English	PAL	2002-05-10	DOL-GNHP-EUR
DOL-GNIE-USA	Teenage Mutant Ninja Turtles 2: Battle Nexus	English	NTSC-U	2004-10-19	DOL-GNIE-USA
DOL-GNIP-EUR	Teenage Mutant Ninja Turtles 2: Battle Nexus	English / French / German / Italian / Spanish	PAL	2004-10-19	DOL-GNIP-EUR
DOL-GNJE-USA	I-Ninja	English	NTSC-U	2003-12-04	DOL-GNJE-USA
DOL-GNKE-USA	NCAA College Basketball 2K3	English	NTSC-U	2002-12-02	DOL-GNKE-USA
DOL-GNLE-USA	NBA Live 2003	English	NTSC-U	2002-10-08	DOL-GNLE-USA
DOL-GNLP-EUR	NBA Live 2003	English / French / German / Italian / Spanish	PAL	2002-10-08	DOL-GNLP-EUR
DOL-GNME-USA	Namco Museum	English	NTSC-U	2002-10-08	DOL-GNME-USA
DOL-GNNE-USA	NFL Street	English	NTSC-U	2004-01-13	DOL-GNNE-USA
DOL-GNNP-NOE	NFL Street	English	PAL	2004-01-13	DOL-GNNP-NOE
DOL-GNOE-USA	Nicktoons Unite!	English	NTSC-U	2005-10-26	DOL-GNOE-USA
DOL-GNOX-EUR	Nickelodeon SpongeBob SquarePants and Friends Unite!	Dutch / English / French / German	PAL	2006-03-03	DOL-GNOX-EUR
DOL-GNPP-EUR	Nickelodeon Party Blast	English / French / German / Italian / Spanish	PAL	2002-12-06	DOL-GNPP-EUR
DOL-GNQE-USA	Madden NFL 2005	English	NTSC-U	2004-08-09	DOL-GNQE-USA
DOL-GNQP-EUR	Madden NFL 2005	English	PAL	2004-08-09	DOL-GNQP-EUR
DOL-GNQP-UKV	Madden NFL 2005	English	PAL	2004-08-09	DOL-GNQP-UKV
DOL-GNRE-USA	Naruto: Clash of Ninja	English	NTSC-U	2003-12-04	DOL-GNRE-USA
DOL-GNRJ-JPN	Naruto: Gekitou Ninja Taisen!	Japanese	NTSC-J		DOL-GNRJ-JPN
DOL-GNSE-USA	NBA Street	English	NTSC-U	2002-02-19	DOL-GNSE-USA
DOL-GNSJ-JPN	NBA Street	Japanese	NTSC-J	2002-02-19	DOL-GNSJ-JPN
DOL-GNUE-USA	Naruto: Clash of Ninja 2	English	NTSC-U	2003-12-04	DOL-GNUE-USA
DOL-GNUJ-JPN	Naruto: Gekitou Ninja Taisen! 2	Japanese	NTSC-J		DOL-GNUJ-JPN
DOL-GNUP-EUR	Naruto: Clash of Ninja: European Version	English / French / German / Italian / Spanish	PAL		DOL-GNUP-EUR
DOL-GNVE-USA	NHL 2004	English	NTSC-U	2003-09-22	DOL-GNVE-USA
DOL-GNVP-EUR	NHL 2004	English / Finnish / French / German / Swedish	PAL	2003-09-22	DOL-GNVP-EUR
DOL-GNVP-NOE	NHL 2004	English / Finnish / French / German / Swedish	PAL	2003-09-22	DOL-GNVP-NOE
DOL-GNWE-USA	Def Jam: Fight for NY	English	NTSC-U	2004-09-20	DOL-GNWE-USA
DOL-GNWP-EUR	Def Jam: Fight for NY	English / French	PAL	2004-09-20	DOL-GNWP-EUR
DOL-GNWP-NOE	Def Jam: Fight for NY	English / French	PAL	2004-09-20	DOL-GNWP-NOE
DOL-GNXE-USA	NCAA Football 2004	English	NTSC-U	2003-07-16	DOL-GNXE-USA
DOL-GNZE-USA	NBA Street Vol. 2	English	NTSC-U	2003-04-29	DOL-GNZE-USA
DOL-GNZP-EUR	NBA Street Vol. 2	English / French	PAL	2003-04-29	DOL-GNZP-EUR
DOL-GO2D-NOE	Blood Omen 2: The Legacy of Kain Series	German	PAL		DOL-GO2D-NOE
DOL-GO2E-USA	Blood Omen 2: The Legacy of Kain Series	English	NTSC-U		DOL-GO2E-USA
DOL-GO2F-FRA	Blood Omen 2: The Legacy of Kain Series	French	PAL		DOL-GO2F-FRA
DOL-GO2P-EUR	Blood Omen 2: The Legacy of Kain Series	English	PAL		DOL-GO2P-EUR
DOL-GO3E-USA	NFL Blitz 2003	English	NTSC-U		DOL-GO3E-USA
DOL-GO7D-NOE	007: Nightfire	German	PAL	2002-11-19	DOL-GO7D-NOE
DOL-GO7E-USA	007: Nightfire	English	NTSC-U	2002-11-19	DOL-GO7E-USA
DOL-GO7F-FRA	007: Nightfire	French	PAL	2002-11-19	DOL-GO7F-FRA
DOL-GO7P-EUR	007: Nightfire	Dutch / English / Italian / Swedish	PAL	2002-11-19	DOL-GO7P-EUR
DOL-GO7S-ESP	007: Nightfire	Spanish	PAL	2002-11-19	DOL-GO7S-ESP
DOL-GOAE-USA	Cabela's Outdoor Adventures	English	NTSC-U		DOL-GOAE-USA
DOL-GOBE-USA	Bad Boys: Miami Takedown	English	NTSC-U	2004-09-14	DOL-GOBE-USA
DOL-GOBP-EUR	Bad Boys II	English / French / German / Italian / Spanish	PAL	2004-10-15	DOL-GOBP-EUR
DOL-GOCE-USA	RoadKill	English	NTSC-U	2003-10-30	DOL-GOCE-USA
DOL-GODJ-JPN	Ohenro-San: Hosshin no Dojo (Awa Kuni) Hen	Japanese	NTSC-J	2003-04-24	DOL-GODJ-JPN
DOL-GOFE-USA	Outlaw Golf	English	NTSC-U	2002-10-29	DOL-GOFE-USA
DOL-GOFP-EUR	Outlaw Golf	English / French / German	PAL	2003-06-24	DOL-GOFP-EUR
DOL-GOGJ-JPN	One Piece: Grand Battle! 3	Japanese	NTSC-J	2003-12-11	DOL-GOGJ-JPN
DOL-GOME-USA	Mario Power Tennis	English	NTSC-U	2004-11-08	DOL-GOME-USA
DOL-GOMJ-JPN	Mario Tennis GC	Japanese	NTSC-J	2004-10-28	DOL-GOMJ-JPN
DOL-GOMP-EUR	Mario Power Tennis	English / French / German / Italian / Spanish	PAL	2005-02-25	DOL-GOMP-EUR
DOL-GOND-NOE	Medal of Honor: European Assault	German	PAL	2005-06-17	DOL-GOND-NOE
DOL-GONE-USA	Medal of Honor: European Assault	English	NTSC-U	2005-06-07	DOL-GONE-USA
DOL-GONF-FRA	Medal of Honor: Les Faucons de Guerre	French	PAL	2005-06-17	DOL-GONF-FRA
DOL-GONJ-JPN	Medal of Honor: Europa Kyoushuu	Japanese	NTSC-J	2005-08-11	DOL-GONJ-JPN
DOL-GONP-EUR	Medal of Honor: European Assault	English	PAL	2005-06-17	DOL-GONP-EUR
DOL-GOOE-USA	Odama	English	NTSC-U	2006-03-31	DOL-GOOE-USA
DOL-GOOJ-JPN	Odama	Japanese	NTSC-J	2006-03-31	DOL-GOOJ-JPN
DOL-GOOP-EUR	Odama	English / French / German / Italian / Spanish	PAL	2006-03-31	DOL-GOOP-EUR
DOL-GOPE-USA	Shonen Jump's One Piece: Grand Battle	English	NTSC-U		DOL-GOPE-USA
DOL-GOPJ-JPN	One Piece: Grand Battle! Rush	Japanese	NTSC-J		DOL-GOPJ-JPN
DOL-GOQE-USA	Shonen Jump's One Piece: Grand Adventure	English	NTSC-U		DOL-GOQE-USA
DOL-GOSE-USA	Open Season	English / French / Spanish	NTSC-U	2006-09-12	DOL-GOSE-USA
DOL-GOSP-EUR	Open Season	English / French / Spanish	PAL	2006-09-12	DOL-GOSP-EUR
