ID	title	region	serial
LA-H-AFN3A-EUR	NeuroVoider	EUR	LA-H-AFN3A-EUR
LA-H-AFQMA-EUR	L.A. Noire	EUR	LA-H-AFQMA-EUR
LA-H-AFQMA-USA	L.A. Noire	USA	LA-H-AFQMA-USA
LA-H-AFSTA-USA	Wunderling DX	USA	LA-H-AFSTA-USA
LA-H-AFTLA-EUR	Wulverblade	EUR	LA-H-AFTLA-EUR
LA-H-AFVHA-EUR	South Park: The Fractured But Whole	EUR	LA-H-AFVHA-EUR
LA-H-AFVHA-USA	South Park: The Fractured But Whole	USA	LA-H-AFVHA-USA
LA-H-AFVPA-EUR	Unbox: Newbie's Adventure	EUR	LA-H-AFVPA-EUR
LA-H-AFVQA-EUR	Worms W.M.D.	EUR	LA-H-AFVQA-EUR
LA-H-AFVVA-EUR	Aqua Moto Racing Utopia	EUR	LA-H-AFVVA-EUR
LA-H-AFVVA-USA	Aqua Moto Racing Utopia	USA	LA-H-AFVVA-USA
LA-H-AFVWA-USA	Snow Moto Racing Freedom	USA	LA-H-AFVWA-USA
LA-H-AFVXA-EUR	Sports Party	EUR	LA-H-AFVXA-EUR
LA-H-AFWTA-EUR	Donkey Kong Country: Tropical Freeze	EUR	LA-H-AFWTA-EUR
LA-H-AFWTA-JPN	Donkey Kong Country: Tropical Freeze	JPN	LA-H-AFWTA-JPN
LA-H-AFWTA-USA	Donkey Kong Country: Tropical Freeze	USA	LA-H-AFWTA-USA
LA-H-AFXDE-USA	PixelJunk Monsters 2	USA	LA-H-AFXDE-USA
LA-H-AG27C-KOR	Romancing SaGa 2	KOR	LA-H-AG27C-KOR
LA-H-AG2WB-USA	Oxenfree	USA	LA-H-AG2WB-USA
LA-H-AG3JA-EUR	Luigi's Mansion 3	EUR	LA-H-AG3JA-EUR
LA-H-AG3JA-JPN	Luigi's Mansion 3	JPN	LA-H-AG3JA-JPN
LA-H-AG3JA-USA	Luigi's Mansion 3	USA	LA-H-AG3JA-USA
LA-H-AG4RA-USA	Aegis Defenders	USA	LA-H-AG4RA-USA
LA-H-AG72C-USA	Gal Metal: World Tour Edition	USA	LA-H-AG72C-USA
LA-H-AGBLE-EUR	Dragon Marked for Death	EUR	LA-H-AGBLE-EUR
LA-H-AGBNB-EUR	Gal*Gun 2	EUR	LA-H-AGBNB-EUR
LA-H-AGF2C-EUR	Mulaka	EUR	LA-H-AGF2C-EUR
LA-H-AGFAA-USA	Double Dragon IV	USA	LA-H-AGFAA-USA
LA-H-AGFLA-EUR	Huntdown	EUR	LA-H-AGFLA-EUR
LA-H-AGFLA-USA	Huntdown	USA	LA-H-AGFLA-USA
LA-H-AGFLC-JPN	Huntdown	JPN	LA-H-AGFLC-JPN
LA-H-AGGXB-EUR	Taiko no Tatsujin: Drum 'n' Fun!	EUR	LA-H-AGGXB-EUR
LA-H-AGK2A-EUR	Super Putty Squad	EUR	LA-H-AGK2A-EUR
LA-H-AGK7A-EUR	Caveman Warriors: Deluxe Edition	EUR	LA-H-AGK7A-EUR
LA-H-AGLQA-USA	Stern Pinball Arcade	USA	LA-H-AGLQA-USA
LA-H-AGNWA-USA	MUSYNX	USA	LA-H-AGNWA-USA
LA-H-AGUWA-JPN	Deemo	JPN	LA-H-AGUWA-JPN
LA-H-AGUWB-USA	Deemo	USA	LA-H-AGUWB-USA
LA-H-AGV8A-EUR	Yoku's Island Express	EUR	LA-H-AGV8A-EUR
LA-H-AGV8A-USA	Yoku's Island Express	USA	LA-H-AGV8A-USA
LA-H-AGW3A-EUR	Batman: The Telltale Series	EUR	LA-H-AGW3A-EUR
LA-H-AGW3A-USA	Batman: The Telltale Series	USA	LA-H-AGW3A-USA
LA-H-AGY7A-JPN	Octopath Traveler	JPN	LA-H-AGY7A-JPN
LA-H-AGY7B-EUR	Octopath Traveler	EUR	LA-H-AGY7B-EUR
LA-H-AGY7B-USA	Octopath Traveler	USA	LA-H-AGY7B-USA
LA-H-AGYVB-ASI	RXN -Raijin-	ASI	LA-H-AGYVB-ASI
LA-H-AH25A-USA	Pikuniku	USA	LA-H-AH25A-USA
LA-H-AH26A-EUR	Kirby Star Allies	EUR	LA-H-AH26A-EUR
LA-H-AH26A-USA	Kirby Star Allies	USA	LA-H-AH26A-USA
LA-H-AH3EA-USA	LEGO The Incredibles	USA	LA-H-AH3EA-USA
LA-H-AH3EB-EUR	LEGO The Incredibles	EUR	LA-H-AH3EB-EUR
LA-H-AH3YA-USA	Ultimate Chicken Horse: A-Neigh-Versary Edition	USA	LA-H-AH3YA-USA
LA-H-AH4YB-ASI	Pato Box	ASI	LA-H-AH4YB-ASI
LA-H-AH5BA-USA	Tiny Troopers: Joint Ops XL	USA	LA-H-AH5BA-USA
LA-H-AH69A-USA	Bad North: Jotunn Edition	USA	LA-H-AH69A-USA
LA-H-AH79A-EUR	Cat Quest	EUR	LA-H-AH79A-EUR
LA-H-AH79C-JPN	Cat Quest	JPN	LA-H-AH79C-JPN
LA-H-AH86C-USA	Runbow: Deluxe Edition	USA	LA-H-AH86C-USA
LA-H-AH86E-EUR	Runbow: Deluxe Edition	EUR	LA-H-AH86E-EUR
LA-H-AH97B-EUR	Dragon Quest Builders 2	EUR	LA-H-AH97B-EUR
LA-H-AH97B-USA	Dragon Quest Builders 2	USA	LA-H-AH97B-USA
LA-H-AHABA-USA	Party Planet	USA	LA-H-AHABA-USA
LA-H-AHBFA-EUR	Terraria	EUR	LA-H-AHBFA-EUR
LA-H-AHBFA-USA	Terraria	USA	LA-H-AHBFA-USA
LA-H-AHESA-EUR	99Vidas Definitive Edition	EUR	LA-H-AHESA-EUR
LA-H-AHKRC-USA	Teslagrad	USA	LA-H-AHKRC-USA
LA-H-AHL7A-USA	2064: Read Only Memories Integral	USA	LA-H-AHL7A-USA
LA-H-AHMXA-USA	Night in the Woods	USA	LA-H-AHMXA-USA
LA-H-AHNRB-USA	Heroland	USA	LA-H-AHNRB-USA
LA-H-AHNRC-EUR	Heroland	EUR	LA-H-AHNRC-EUR
LA-H-AHNXA-USA	Super Meat Boy	USA	LA-H-AHNXA-USA
LA-H-AHQ3A-USA	Crash Bandicoot N. Sane Trilogy	USA	LA-H-AHQ3A-USA
LA-H-AHQNA-EUR	Stern Pinball Arcade	EUR	LA-H-AHQNA-EUR
LA-H-AHWWB-EUR	Neo Atlas 1469	EUR	LA-H-AHWWB-EUR
LA-H-AHWWB-USA	Neo Atlas 1469	USA	LA-H-AHWWB-USA
LA-H-AHXCA-EUR	Firefighters: The Simulation	EUR	LA-H-AHXCA-EUR
LA-H-AHXEB-ASI	Pawarumi: Definitive Edition	ASI	LA-H-AHXEB-ASI
LA-H-AHZMA-EUR	ATOMIK: RunGunJumpGun	EUR	LA-H-AHZMA-EUR
LA-H-AJ29C-EUR	Max: The Curse of Brotherhood	EUR	LA-H-AJ29C-EUR
LA-H-AJ29C-USA	Max: The Curse of Brotherhood	USA	LA-H-AJ29C-USA
LA-H-AJ2AC-EUR	Catherine: Full Body	EUR	LA-H-AJ2AC-EUR
LA-H-AJ2AC-USA	Catherine: Full Body	USA	LA-H-AJ2AC-USA
LA-H-AJ7TA-EUR	Hotel Transylvania 3: Monsters Overboard	EUR	LA-H-AJ7TA-EUR
LA-H-AJ7TA-USA	Hotel Transylvania 3: Monsters Overboard	USA	LA-H-AJ7TA-USA
LA-H-AJ8JC-USA	Mercenaries Saga Chronicles	USA	LA-H-AJ8JC-USA
LA-H-AJ9KB-EUR	Victor Vran Overkill Edition	EUR	LA-H-AJ9KB-EUR
LA-H-AJ9KB-USA	Victor Vran Overkill Edition	USA	LA-H-AJ9KB-USA
LA-H-AJA8B-CHT	One Piece: Pirate Warriors 3 Deluxe Edition	CHT	LA-H-AJA8B-CHT
LA-H-AJA8B-EUR	One Piece: Pirate Warriors 3 Deluxe Edition	EUR	LA-H-AJA8B-EUR
LA-H-AJAEA-USA	Blossom Tales: The Sleeping King	USA	LA-H-AJAEA-USA
LA-H-AJAGA-EUR	Ginger: Beyond the Crystal	EUR	LA-H-AJAGA-EUR
LA-H-AJAKA-EUR	Tales of the Tiny Planet	EUR	LA-H-AJAKA-EUR
LA-H-AJAMA-EUR	3D Mini Golf	EUR	LA-H-AJAMA-EUR
LA-H-AJH9A-EUR	Captain Toad: Treasure Tracker	EUR	LA-H-AJH9A-EUR
LA-H-AJH9A-JPN	Captain Toad: Treasure Tracker	JPN	LA-H-AJH9A-JPN
LA-H-AJH9A-USA	Captain Toad: Treasure Tracker	USA	LA-H-AJH9A-USA
LA-H-AJJ8A-EUR	Moto GP 18	EUR	LA-H-AJJ8A-EUR
LA-H-AJL5A-JPN	Ninjala	JPN	LA-H-AJL5A-JPN
LA-H-AJMUD-USA	Snack World: The Dungeon Crawl Gold	USA	LA-H-AJMUD-USA
LA-H-AJMUE-EUR	Snack World: The Dungeon Crawl Gold	EUR	LA-H-AJMUE-EUR
LA-H-AJV7B-CHT	River City Melee Mach!!	CHT	LA-H-AJV7B-CHT
LA-H-AJXEA-USA	Enter the Gungeon	USA	LA-H-AJXEA-USA
LA-H-AJXEB-JPN	Enter the Gungeon	JPN	LA-H-AJXEB-JPN
LA-H-AK4CA-USA	BlazBlue: Cross Tag Battle	USA	LA-H-AK4CA-USA
LA-H-AK4FA-USA	Hotshot Racing	USA	LA-H-AK4FA-USA
LA-H-AK4SA-USA	Crystal Crisis	USA	LA-H-AK4SA-USA
LA-H-AK4SB-JPN	Crystal Crisis	JPN	LA-H-AK4SB-JPN
LA-H-AK5BA-EUR	Titan Quest	EUR	LA-H-AK5BA-EUR
LA-H-AK63B-EUR	Dark Souls Remastered	EUR	LA-H-AK63B-EUR
LA-H-AK63B-USA	Dark Souls Remastered	USA	LA-H-AK63B-USA
LA-H-AK67A-USA	Outlast: Bundle of Terror	USA	LA-H-AK67A-USA
LA-H-AK6JA-USA	Street Fighter: 30th Anniversary Collection	USA	LA-H-AK6JA-USA
LA-H-AK6JB-JPN	Street Fighter: 30th Anniversary International	JPN	LA-H-AK6JB-JPN
LA-H-AK75B-EUR	Tricky Towers: Collectors Edition	EUR	LA-H-AK75B-EUR
LA-H-AK7RD-EUR	World End Syndrome	EUR	LA-H-AK7RD-EUR
LA-H-AK9NA-EUR	SteamWorld Heist	EUR	LA-H-AK9NA-EUR
LA-H-AK9YA-EUR	Trailblazers	EUR	LA-H-AK9YA-EUR
LA-H-AK9ZA-EUR	Hello Kitty Kruisers with Sanrio Friends	EUR	LA-H-AK9ZA-EUR
LA-H-AK9ZA-USA	Hello Kitty Kruisers with Sanrio Friends	USA	LA-H-AK9ZA-USA
LA-H-AKBFA-EUR	Legend of Kay Anniversary	EUR	LA-H-AKBFA-EUR
LA-H-AKBFA-USA	Legend of Kay Anniversary	USA	LA-H-AKBFA-USA
LA-H-AKBPA-USA	Wizard of Legend	USA	LA-H-AKBPA-USA
LA-H-AKFTB-EUR	The Gardens Between	EUR	LA-H-AKFTB-EUR
LA-H-AKLHA-EUR	Hollow Knight	EUR	LA-H-AKLHA-EUR
LA-H-AKLHA-USA	Hollow Knight	USA	LA-H-AKLHA-USA
LA-H-AKMMA-EUR	Croixleur Sigma	EUR	LA-H-AKMMA-EUR
LA-H-AKN7A-JPN	Rabbit x Labyrinth: Puzzle Out Stories	JPN	LA-H-AKN7A-JPN
LA-H-AKQVA-EUR	Smoke and Sacrifice	EUR	LA-H-AKQVA-EUR
LA-H-AKRVA-JPN	Rockman Classics Collection	JPN	LA-H-AKRVA-JPN
LA-H-AKRVA-USA	Megaman Legacy Collection	USA	LA-H-AKRVA-USA
LA-H-AKTUA-USA	Danmaku Unlimited 3	USA	LA-H-AKTUA-USA
LA-H-AKUTB-EUR	Hyrule Warriors: Definitive Edition	EUR	LA-H-AKUTB-EUR
LA-H-AKUTB-USA	Hyrule Warriors: Definitive Edition	USA	LA-H-AKUTB-USA
LA-H-AKW2B-EUR	Labyrinth of Refrain: Coven of Dusk	EUR	LA-H-AKW2B-EUR
LA-H-AKW2B-USA	Labyrinth of Refrain: Coven of Dusk	USA	LA-H-AKW2B-USA
LA-H-AKXEA-EUR	Overcooked! 2	EUR	LA-H-AKXEA-EUR
LA-H-AKXEA-USA	Overcooked! 2	USA	LA-H-AKXEA-USA
LA-H-AKXGD-EUR	Bomber Crew: Complete Edition	EUR	LA-H-AKXGD-EUR
LA-H-AKXGD-USA	Bomber Crew: Complete Edition	USA	LA-H-AKXGD-USA
LA-H-AKZTB-EUR	Ys VIII: Lacrimosa of Dana	EUR	LA-H-AKZTB-EUR
LA-H-AKZTB-USA	Ys VIII: Lacrimosa of Dana	USA	LA-H-AKZTB-USA
LA-H-AKZYB-KOR	Kunio-kun the World Classic Collection	KOR	LA-H-AKZYB-KOR
LA-H-AKZYE-USA	Double Dragon & Kunio-kun Retro Brawler Bundle	USA	LA-H-AKZYE-USA
LA-H-AL2UA-USA	Ice Age: Scrat's Nutty Adventure	USA	LA-H-AL2UA-USA
LA-H-AL2VA-EUR	Crayola Scoot	EUR	LA-H-AL2VA-EUR
LA-H-AL2VA-USA	Crayola Scoot	USA	LA-H-AL2VA-USA
LA-H-AL3PA-EUR	Ring Fit Adventure	EUR	LA-H-AL3PA-EUR
LA-H-AL3PA-USA	Ring Fit Adventure	USA	LA-H-AL3PA-USA
LA-H-AL4LD-USA	Furi	USA	LA-H-AL4LD-USA
LA-H-AL72A-JPN	My Hero One's Justice	JPN	LA-H-AL72A-JPN
LA-H-AL7WA-EUR	Tales of Vesperia: Definitive Edition	EUR	LA-H-AL7WA-EUR
LA-H-AL7WA-USA	Tales of Vesperia: Definitive Edition	USA	LA-H-AL7WA-USA
LA-H-AL8HA-EUR	My Time at Portia	EUR	LA-H-AL8HA-EUR
LA-H-AL9ZB-JPN	Rockman Classics Collection 2	JPN	LA-H-AL9ZB-JPN
LA-H-ALA2B-EUR	Sushi Striker: The Way of Sushido	EUR	LA-H-ALA2B-EUR
LA-H-ALA2B-USA	Sushi Striker: The Way of Sushido	USA	LA-H-ALA2B-USA
LA-H-ALAFC-USA	Crypt of the Necrodancer	USA	LA-H-ALAFC-USA
LA-H-ALAJA-JPN	Cube Creator X	JPN	LA-H-ALAJA-JPN
LA-H-ALBLA-EUR	A Hat In Time	EUR	LA-H-ALBLA-EUR
LA-H-ALBLA-USA	A Hat in Time	USA	LA-H-ALBLA-USA
LA-H-ALBMA-USA	Wandersong	USA	LA-H-ALBMA-USA
LA-H-ALC7A-JPN	Dragon Quest XI: Echoes of an Elusive Age: Definitive Edition	JPN	LA-H-ALC7A-JPN
LA-H-ALC7C-EUR	Dragon Quest XI: Echoes of an Elusive Age: Definitive Edition	EUR	LA-H-ALC7C-EUR
LA-H-ALC7C-USA	Dragon Quest XI: Echoes of an Elusive Age: Definitive Edition	USA	LA-H-ALC7C-USA
LA-H-ALDLA-USA	Outlast II	USA	LA-H-ALDLA-USA
LA-H-ALERA-EUR	Mario Tennis Aces	EUR	LA-H-ALERA-EUR
LA-H-ALERA-USA	Mario Tennis Aces	USA	LA-H-ALERA-USA
LA-H-ALF3A-USA	Saturday Morning RPG	USA	LA-H-ALF3A-USA
LA-H-ALF5A-USA	Ikaruga	USA	LA-H-ALF5A-USA
LA-H-ALF5B-JPN	Ikaruga	JPN	LA-H-ALF5B-JPN
LA-H-ALFMB-EUR	Disney Tsum Tsum Festival	EUR	LA-H-ALFMB-EUR
LA-H-ALFMB-USA	Disney Tsum Tsum Festival	USA	LA-H-ALFMB-USA
LA-H-ALFPB-EUR	Syberia Trilogy	EUR	LA-H-ALFPB-EUR
LA-H-ALFYC-EUR	Toki Tori Collection	EUR	LA-H-ALFYC-EUR
LA-H-ALGCA-JPN	Rockman 11	JPN	LA-H-ALGCA-JPN
LA-H-ALGCA-USA	Mega Man 11	USA	LA-H-ALGCA-USA
LA-H-ALGGA-USA	Mega Man X: Legacy Collection 1+2	USA	LA-H-ALGGA-USA
LA-H-ALGGB-JPN	Rockman X Anniversary Collection	JPN	LA-H-ALGGB-JPN
LA-H-ALGHB-JPN	Rockman X Anniversary Collection 2	JPN	LA-H-ALGHB-JPN
LA-H-ALH4A-EUR	Knights of Pen and Paper +1: Deluxier Edition	EUR	LA-H-ALH4A-EUR
LA-H-ALHZA-EUR	God Eater 3	EUR	LA-H-ALHZA-EUR
LA-H-ALHZA-USA	God Eater 3	USA	LA-H-ALHZA-USA
LA-H-ALJ3A-EUR	Last Day of June	EUR	LA-H-ALJ3A-EUR
LA-H-ALSPA-JPN	Onimusha: Warlords	JPN	LA-H-ALSPA-JPN
LA-H-ALXDA-JPN	Happy Birthdays	JPN	LA-H-ALXDA-JPN
LA-H-ALXDC-EUR	Happy Birthdays	EUR	LA-H-ALXDC-EUR
LA-H-ALZAA-EUR	Pokémon Sword	EUR	LA-H-ALZAA-EUR
LA-H-ALZAA-USA	Pokémon Sword	USA	LA-H-ALZAA-USA
LA-H-ALZAD-USA	Pokémon Sword + Expansion Pass	USA	LA-H-ALZAD-USA
LA-H-ALZBA-EUR	Pokémon Shield	EUR	LA-H-ALZBA-EUR
LA-H-ALZBA-USA	Pokémon Shield	USA	LA-H-ALZBA-USA
LA-H-ALZBC-USA	Pokémon Shield + Expansion Pass	USA	LA-H-ALZBC-USA
LA-H-ALZXA-EUR	Pokemon Scarlet	EUR	LA-H-ALZXA-EUR
LA-H-ALZXA-JPN	Pokemon Scarlet	JPN	LA-H-ALZXA-JPN
LA-H-ALZXA-USA	Pokemon Scarlet	USA	LA-H-ALZXA-USA
LA-H-ALZXG-USA	Pokemon Scarlet + The Hidden Treasure of Area Zero	USA	LA-H-ALZXG-USA
LA-H-ALZYA-EUR	Pokemon Violet	EUR	LA-H-ALZYA-EUR
LA-H-ALZYA-USA	Pokemon Violet	USA	LA-H-ALZYA-USA
LA-H-ALZYG-USA	Pokemon Violet + The Hidden Treasure of Area Zero	USA	LA-H-ALZYG-USA
LA-H-AM4FA-EUR	White Night	EUR	LA-H-AM4FA-EUR
LA-H-AM4ZB-EUR	Fairune Collection	EUR	LA-H-AM4ZB-EUR
LA-H-AM5WA-EUR	Dragon Ball FighterZ	EUR	LA-H-AM5WA-EUR
LA-H-AM7LA-JPN	RPGMAKER MV	JPN	LA-H-AM7LA-JPN
LA-H-AM7NB-EUR	Shin Megami Tensei V	EUR	LA-H-AM7NB-EUR
LA-H-AM7NC-USA	Shin Megami Tensei V	USA	LA-H-AM7NC-USA
LA-H-AM7SA-JPN	Okami HD	JPN	LA-H-AM7SA-JPN
LA-H-AM7TB-EUR	Shining Resonance Refrain	EUR	LA-H-AM7TB-EUR
LA-H-AM7TB-USA	Shining Rosonance Refrain (Draconic Launch Edition)	USA	LA-H-AM7TB-USA
LA-H-AM7UA-USA	Layers of Fear: Legacy	USA	LA-H-AM7UA-USA
LA-H-AMAGC-USA	Darkest Dungeon: Collector's Edition	USA	LA-H-AMAGC-USA
LA-H-AMAGD-EUR	Darkest Dungeon: Ancestral Edition	EUR	LA-H-AMAGD-EUR
LA-H-AMDDF-EUR	Unruly Heroes	EUR	LA-H-AMDDF-EUR
LA-H-AMDFA-EUR	Atari Flashback Classics	EUR	LA-H-AMDFA-EUR
LA-H-AMDFA-USA	Atari Flashback Classics	USA	LA-H-AMDFA-USA
LA-H-AMG7A-USA	Hover	USA	LA-H-AMG7A-USA
LA-H-AMG9A-EUR	Nightmare Boy	EUR	LA-H-AMG9A-EUR
LA-H-AMHXA-USA	Little Dragons Cafe	USA	LA-H-AMHXA-USA
LA-H-AMHXB-EUR	Little Dragons Cafe	EUR	LA-H-AMHXB-EUR
LA-H-AMHZA-USA	Salt and Sanctuary	USA	LA-H-AMHZA-USA
LA-H-AMJLA-JPN	My Girlfriend is a Mermaid!?	JPN	LA-H-AMJLA-JPN
LA-H-AMJSA-EUR	The Darkside Detective	EUR	LA-H-AMJSA-EUR
LA-H-AMKCA-EUR	Team Sonic Racing	EUR	LA-H-AMKCA-EUR
LA-H-AMKCA-USA	Team Sonic Racing	USA	LA-H-AMKCA-USA
LA-H-AMKMA-EUR	Wolfenstein II: The New Colossus	EUR	LA-H-AMKMA-EUR
LA-H-AMKMA-USA	Wolfenstein II: The New Colossus	USA	LA-H-AMKMA-USA
LA-H-AMLJA-EUR	RICO	EUR	LA-H-AMLJA-EUR
LA-H-AMLMJ-EUR	Old School Musical	EUR	LA-H-AMLMJ-EUR
LA-H-AMM5A-EUR	Hunting Simulator	EUR	LA-H-AMM5A-EUR
LA-H-AMN9A-EUR	Carnival Games	EUR	LA-H-AMN9A-EUR
LA-H-AMN9A-USA	Carnival Games	USA	LA-H-AMN9A-USA
LA-H-AMNCA-EUR	Giana Sisters: Twisted Dreams: Owltimate Edition	EUR	LA-H-AMNCA-EUR
LA-H-AMNCA-USA	Giana Sisters: Twisted Dreams: Owltimate Edition	USA	LA-H-AMNCA-USA
LA-H-AMNPB-USA	Steins;Gate Elite	USA	LA-H-AMNPB-USA
LA-H-AMNPC-EUR	Steins;Gate Elite	EUR	LA-H-AMNPC-EUR
LA-H-AMPNA-EUR	Pikmin 3 Deluxe	EUR	LA-H-AMPNA-EUR
LA-H-AMPNA-USA	Pikmin 3 Deluxe	USA	LA-H-AMPNA-USA
LA-H-AMPPC-USA	Wild Guns Reloaded	USA	LA-H-AMPPC-USA
LA-H-AMPYA-JPN	Pikmin 4	JPN	LA-H-AMPYA-JPN
LA-H-AMPYA-USA	Pikmin 4	USA	LA-H-AMPYA-USA
LA-H-AMPZA-USA	Nickelodeon Kart Racers	USA	LA-H-AMPZA-USA
LA-H-AMQBA-EUR	Joe Dever's Lone Wolf	EUR	LA-H-AMQBA-EUR
LA-H-AMQJA-USA	Xeodrifter	USA	LA-H-AMQJA-USA
LA-H-AMQJC-EUR	Xeodrifter	EUR	LA-H-AMQJC-EUR
LA-H-AMR3A-EUR	Gekido: Kintaro's Revenge	EUR	LA-H-AMR3A-EUR
LA-H-AMSGA-EUR	Shantae: Half-Genie Hero Ultimate Edition	EUR	LA-H-AMSGA-EUR
LA-H-AMSGA-USA	Shantae: Half-Genie Hero Ultimate Edition	USA	LA-H-AMSGA-USA
LA-H-AMSMC-USA	Touhou Genso Wanderer Reloaded	USA	LA-H-AMSMC-USA
LA-H-AMU4B-EUR	Cabela's: The Hunt: Championship Edition	EUR	LA-H-AMU4B-EUR
LA-H-AMU5B-EUR	Bass Pro Shops: The Strike: Championship Edition	EUR	LA-H-AMU5B-EUR
LA-H-AMULE-USA	Gotta Protectors: Cart of Darkness	USA	LA-H-AMULE-USA
LA-H-AMUMA-EUR	Lode Runner	EUR	LA-H-AMUMA-EUR
LA-H-AMUSA-EUR	Fallen Legion: Rise to Glory	EUR	LA-H-AMUSA-EUR
LA-H-AMUSA-USA	Fallen Legion: Rise to Glory	USA	LA-H-AMUSA-USA
LA-H-AMVKA-EUR	Mudrunner: American Wilds Edition	EUR	LA-H-AMVKA-EUR
LA-H-AMVLB-ASI	Death Road to Canada	ASI	LA-H-AMVLB-ASI
LA-H-AMYKA-EUR	Pode	EUR	LA-H-AMYKA-EUR
LA-H-AN2EA-EUR	Trials: Rising	EUR	LA-H-AN2EA-EUR
LA-H-AN2GA-EUR	de Blob 2	EUR	LA-H-AN2GA-EUR
LA-H-AN2GA-USA	de Blob 2	USA	LA-H-AN2GA-USA
LA-H-AN2VB-EUR	The Lost Child	EUR	LA-H-AN2VB-EUR
LA-H-AN2VB-USA	The Lost Child	USA	LA-H-AN2VB-USA
LA-H-AN33A-EUR	Owlboy	EUR	LA-H-AN33A-EUR
LA-H-AN33A-USA	Owlboy	USA	LA-H-AN33A-USA
LA-H-AN3NA-JPN	Phoenix Wright: Ace Attorney Trilogy	JPN	LA-H-AN3NA-JPN
LA-H-AN4MA-EUR	The First Tree	EUR	LA-H-AN4MA-EUR
LA-H-AN4RB-CHT	Omega Labyrinth Life	CHT	LA-H-AN4RB-CHT
LA-H-AN6AA-USA	Lumines Remastered	USA	LA-H-AN6AA-USA
LA-H-AN9KA-EUR	Sniper Elite V2 Remastered	EUR	LA-H-AN9KA-EUR
LA-H-AN9KA-USA	Sniper Elite V2 Remastered	USA	LA-H-AN9KA-USA
LA-H-ANB6B-EUR	Velocity 2X	EUR	LA-H-ANB6B-EUR
LA-H-ANBMA-EUR	Grave Danger	EUR	LA-H-ANBMA-EUR
LA-H-ANBPA-USA	Iconoclasts	USA	LA-H-ANBPA-USA
LA-H-ANCBA-USA	GRIP: Combat Racing	USA	LA-H-ANCBA-USA
LA-H-ANCBB-CHT	GRIP: Combat Racing	CHT	LA-H-ANCBB-CHT
LA-H-ANFWC-USA	Manifold Garden	USA	LA-H-ANFWC-USA
LA-H-ANG2A-EUR	Xeno Crisis	EUR	LA-H-ANG2A-EUR
LA-H-ANKGA-EUR	de Blob	EUR	LA-H-ANKGA-EUR
LA-H-ANKGA-USA	de Blob	USA	LA-H-ANKGA-USA
LA-H-ANKSA-USA	Blasphemous	USA	LA-H-ANKSA-USA
LA-H-ANKSC-EUR	Blasphemous Deluxe Edition	EUR	LA-H-ANKSC-EUR
LA-H-ANKSC-USA	Blasphemous Deluxe Edition	USA	LA-H-ANKSC-USA
LA-H-ANL6B-USA	Yomawari: The Long Night Collection	USA	LA-H-ANL6B-USA
LA-H-ANM4A-EUR	Project Highrise Architect's Edition	EUR	LA-H-ANM4A-EUR
LA-H-ANNKA-EUR	The Adventure Pals	EUR	LA-H-ANNKA-EUR
LA-H-ANRUB-JPN	Kyogeki Quartet Fighters	JPN	LA-H-ANRUB-JPN
LA-H-ANRVA-JPN	Ninja Box	JPN	LA-H-ANRVA-JPN
LA-H-ANT4A-USA	The End is Nigh	USA	LA-H-ANT4A-USA
LA-H-ANUNB-USA	God Wars: The Complete Legend	USA	LA-H-ANUNB-USA
LA-H-ANVYA-EUR	Fire Emblem: Three Houses	EUR	LA-H-ANVYA-EUR
LA-H-ANVYA-USA	Fire Emblem: Three Houses	USA	LA-H-ANVYA-USA
LA-H-ANVZA-EUR	Xenoblade Chronicles 2: Torna: The Golden Country	EUR	LA-H-ANVZA-EUR
LA-H-ANVZA-USA	Xenoblade Chronicles 2: Torna: The Golden Country	USA	LA-H-ANVZA-USA
LA-H-ANW7A-EUR	LEGO DC Super-Villains	EUR	LA-H-ANW7A-EUR
LA-H-ANW7A-USA	LEGO DC Super-Villains	USA	LA-H-ANW7A-USA
LA-H-ANWED-USA	The Liar Princess and the Blind Prince	USA	LA-H-ANWED-USA
LA-H-ANX9A-EUR	This is the Police 2	EUR	LA-H-ANX9A-EUR
LA-H-ANXCC-EUR	Yonder: The Cloud Catcher Chronicles	EUR	LA-H-ANXCC-EUR
LA-H-ANXCD-USA	Yonder: The Cloud Catcher Chronicles	USA	LA-H-ANXCD-USA
LA-H-ANXQA-EUR	Chicken Range	EUR	LA-H-ANXQA-EUR
LA-H-ANXTA-EUR	Dead Cells	EUR	LA-H-ANXTA-EUR
LA-H-ANXTA-USA	Dead Cells: Action Game of the Year	USA	LA-H-ANXTA-USA
LA-H-ANXTN-USA	Dead Cells: Prisoner's Edition	USA	LA-H-ANXTN-USA
LA-H-ANXTX-EUR	Dead Cells: Return to Castlevania	EUR	LA-H-ANXTX-EUR
LA-H-ANXTX-JPN	Dead Cells: Return to Castlevania	JPN	LA-H-ANXTX-JPN
LA-H-ANXTX-USA	Dead Cells: Return to Castlevania	USA	LA-H-ANXTX-USA
LA-H-ANYWB-ASI	Kero Blaster	ASI	LA-H-ANYWB-ASI
LA-H-AP2NA-USA	Just Dance 2019	USA	LA-H-AP2NA-USA
LA-H-AP2RB-USA	Final Fantasy X/X-2 HD Remaster	USA	LA-H-AP2RB-USA
LA-H-AP2RD-ASI	Final Fantasy X/X-2 HD Remaster	ASI	LA-H-AP2RD-ASI
LA-H-AP3MA-USA	Namco Museum Arcade Pac	USA	LA-H-AP3MA-USA
