ID	title	edition	language	redump_status	region	system	version
MK-51059-50	Shenmue (Disc 3)	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
MK-51060-50	Sonic Shuffle	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.000
MK-51061-50	Quake III: Arena	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
MK-51064-50	18 Wheeler: American Pro Trucker	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.700
MK-51081-50	Sega Extreme Sports	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
MK-51083-50	Sega Worldwide Soccer 2000: Euro Edition	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.030
MK-51092-50	Samba de Amigo	Bundled with Maracas Controller	N/A	Dumped from original media	Europe	DC	1.002
MK-51094-50	Virtua Athlete 2K	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.003
MK-51095-05	UEFA Dream Soccer	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.003
MK-51095-06	UEFA Dream Soccer	Original	Spanish	Dumped from original media	Spain	DC	1.002
MK-51095-09	UEFA Dream Soccer	Original	English / French / German / Spanish	Dumped from original media	France	DC	1.003
MK-51095-18	UEFA Dream Soccer	Original	English / French / German / Spanish	Dumped from original media	Germany	DC	1.002
MK-51100-50	Phantasy Star Online	Original	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	2.011
MK-51102-50	Outtrigger	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.001
MK-51114-50	Floigan Bros.: Episode 1	Original	English	2 and more dumps from original media [!]	Europe	DC	1.002
MK-51117-50	Sonic Adventure 2	Original	English / French / German / Japanese / Spanish	Dumped from original media	Europe	DC	1.008
MK-5111750	Sonic Adventure 2	Beta	English / French / German / Japanese / Spanish	Dumped from original media	Europe	DC	1.002
MK-51125-50	Planet Ring	Bundled with Microphone	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.005
MK-51136-50	Crazy Taxi 2	Original	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
MK-51149-50	Toy Racer	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.050
MK-51154-50	Fighting Vipers 2	Original	English / French / German / Italian / Japanese / Spanish	Dumped from original media	Europe	DC	1.001
MK-51160-50	Confidential Mission	Original, Sample	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
MK-51178-50	NBA 2K2	Original	English	Dumped from original media	Europe	DC	1.001
MK-51184-50	Shenmue II (Disc 4)	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
MK-51186-50	Virtua Tennis 2: Sega Professional Tennis	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.009
MK-51190-50	90 Minutes: Sega Championship Football	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.009
MK-51192-50	Rez	Original	English / French / German / Italian / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.003
MK-51193-50	Phantasy Star Online Ver. 2	Original, Sample	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
MK-51225-50	Planet Ring	Bundled with Microphone	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.005
MK-54040-50	Buggy Heat	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.001
NGDT-DC-300J	Last Hope	Unlicensed	English	Dumped from original media	Europe	DC	1.000
PCCAX-10001	Checkicco no Miru CD	Original, Hibaihin	Japanese	2 and more dumps from original media [!]	Japan	DC	1.070
PICL-7501	dps: Heartbreak Diary	Original	Japanese	Dumped from original media	Japan	DC	1.060
PT-45002D-18	Tom Clancy's Rainbow Six: Rogue Spear + Mission Pack: Urban Operations	Promo	German	Dumped from original media	Germany	DC	1.000
RDXLE-JP	Redux: Dark Matters	Original, Limited Edition	English	2 and more dumps from original media [!]	Europe	DC	1.000
RDXRE-JP	Redux: Dark Matters	Original, Limited Edition	English	2 and more dumps from original media [!]	Europe	DC	1.000
RRRR-DX	Rush Rush Rally Racing	Original, Deluxe Edition, Deluxe Edition (alt cover)	English	2 and more dumps from original media [!]	Europe	DC	1.000
RRRR-RE	Rush Rush Rally Racing	Original, Deluxe Edition, Deluxe Edition (alt cover)	English	2 and more dumps from original media [!]	Europe	DC	1.000
SCLX-2004-(8848)	09 Chairs	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.050
SDC-00000	Generator Vol. 1	N/A	English	2 and more dumps from original media [!]	USA	DC	1.002
SDC-51014	Sonic Adventure: Limited Edition	Limited Edition, Hollywood Video Rental	English	2 and more dumps from original media [!]	USA	DC	1.002
T-10001D-50	MTV Sports: Skateboarding featuring Andy Macdonald	Original	English	2 and more dumps from original media [!]	Europe	DC	1.002
T-10003D-50	WWF Royal Rumble	Original	English	2 and more dumps from original media [!]	Europe	DC	1.000
T-10003N	Evil Dead: Hail to the King	Original	English	Dumped from original media	USA	DC	1.002
T-10004N	MTV Sports: Skateboarding featuring Andy Macdonald	Original	English	Dumped from original media	USA	DC	1.002
T-10005D-05	Evil Dead: Hail to the King	Original	English	2 and more dumps from original media [!]	Europe	DC	1.000
T-10005D-80	Evil Dead: Hail to the King	Original	English	Dumped from original media	France	DC	1.000
T-10005N	WWF Royal Rumble	Original	English	2 and more dumps from original media [!]	USA	DC	0.800
T-10301M	Jinsei Game for Dreamcast	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-11002N	Maximum Pool	Original	English	Dumped from original media	USA	DC	1.004
T-11008N	Hoyle Casino	Original	English	Dumped from original media	USA	DC	1.001
T-11011N	Who Wants to Beat Up a Millionaire	Original	English	Dumped from original media	USA	DC	1.004
T-1101M	Psychic Force 2012	Original	Japanese	Dumped from original media	Japan	DC	1.002
T-1102M	Densha de Go! 2: Kousoku-hen 3000 Bandai	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-1201M	Power Stone	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.020
T-1201N	Power Stone	Original	English	2 and more dumps from original media [!]	USA	DC	1.001
T-1202M	Marvel vs. Capcom: Clash of Super Heroes	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
T-1202N	Marvel vs. Capcom: Clash of Super Heroes	Original, Sega All Stars	English	2 and more dumps from original media [!]	USA	DC	1.000
T-1203M	Street Fighter Zero 3: Saikyo-ryu Dojo	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.007
T-1203N	Street Fighter Alpha 3	Original	English	Dumped from original media	USA	DC	1.001
T-1204M	Star Gladiator 2: Nightmare of Bilstein	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1204N	Resident Evil: Code: Veronica (Disc 2)	Original	English	2 and more dumps from original media [!]	USA	DC	1.000
T-1205M	Jojo no Kimyou na Bouken: Mirai e no Isan	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
T-1205N	Resident Evil 2 (Disc 2)	Original	English	2 and more dumps from original media [!]	USA	DC	1.001
T-1206M	Choukou Senki Kikaioh	Original	Japanese	Dumped from original media	Japan	DC	1.003
T-1206N	JoJo's Bizarre Adventure	Original	English	Dumped from original media	USA	DC	1.001
T-1207M	Biohazard: Code: Veronica (Disc 2)	Original	N/A	Dumped from original media	Japan	DC	1.002
T-1207N	Plasma Sword: Nightmare of Bilstein	Original	English	Dumped from original media	USA	DC	1.001
T-1208M	GigaWing	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
T-1208N	Tech Romancer	Original	English	Dumped from original media	USA	DC	1.001
T-1209M	Street Fighter III: 3rd Strike: Fight for the Future	Original	Japanese	Dumped from original media	Japan	DC	1.003
T-1209N	GigaWing	Original	English	Dumped from original media	USA	DC	1.000
T-1210M	Biohazard: Code: Veronica (Disc 2)	Genteiban	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1210N	Street Fighter III: Double Impact	Original	English	2 and more dumps from original media [!]	USA	DC	1.001
T-1211M	Street Fighter III: W Impact	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
T-1211N	Power Stone 2	Original	English	Dumped from original media	USA	DC	1.000
T-1212M	GaiaMaster: Kessen! Seiki-ou Densetsu	Original	Japanese	Dumped from original media	Japan	DC	1.002
T-1212N	Marvel vs. Capcom 2	Original	English	Dumped from original media	USA	DC	1.001
T-1213M	Gunbird 2	Original	Japanese	Dumped from original media	Japan	DC	1.002
T-1213N	Street Fighter III: 3rd Strike	Original	English	Dumped from original media	USA	DC	1.001
T-1214M	Biohazard: Code: Veronica: Trial Edition	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
T-1214N	Gunbird 2	Original	English	Dumped from original media	USA	DC	1.000
T-1215M	Marvel vs. Capcom 2: New Age of Heroes	Original	Japanese	Dumped from original media	Japan	DC	2.000
T-1215N	Cannon Spike	Original	English	Dumped from original media	USA	DC	1.001
T-1216M	Spawn: In the Demon's Hand	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
T-1216N	Spawn: In the Demon's Hand	Original	English	Dumped from original media	USA	DC	1.000
T-1217M	Capcom vs. SNK: Millennium Fight 2000	Original	Japanese	Dumped from original media	Japan	DC	2.000
T-1217N	Dino Crisis	Original	English	2 and more dumps from original media [!]	USA	DC	1.000
T-1218M	Power Stone 2	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	2.000
T-1218N	Capcom vs. SNK	Original	N/A	Dumped from original media	USA	DC	1.001
T-1219M	Gunspike	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
T-1219N	Project Justice	Original	English	Dumped from original media	USA	DC	1.001
T-1220M	Dino Crisis	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.000
T-1220N	Resident Evil 3: Nemesis	Original	English	2 and more dumps from original media [!]	USA	DC	1.000
T-1221M	Moero! Justice Gakuen	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.004
T-1221N	Mars Matrix	Original	English	Dumped from original media	USA	DC	1.000
T-1222M	Biohazard 3: Last Escape	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1222N	GigaWing 2	Original	English	Dumped from original media	USA	DC	1.000
T-1223M	Eldorado Gate Dai-1-kan	Original	Japanese	Dumped from original media	Japan	DC	1.002
T-1223N	Heavy Metal: Geomatrix	Original	English	Dumped from original media	USA	DC	1.001
T-1224M	Eldorado Gate Dai-2-kan	Original	N/A	2 and more dumps from original media [!]	Japan	DC	1.000
T-1225M	Eldorado Gate Dai-3-kan	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-1226M	Eldorado Gate Dai-4-kan	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-1227M	Eldorado Gate Dai-5-kan	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-1228M	Eldorado Gate Dai-6-kan	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-1229M	Eldorado Gate Dai-7-kan	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-1230M	Street Fighter Zero 3: Saikyo-ryu Dojo for Matching Service	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1231M	Jojo no Kimyou na Bouken: Mirai e no Isan for Matching Service	Sample	Japanese	Dumped from original media	Japan	DC	1.000
T-1232M	Choukou Senki Kikaioh for Matching Service	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1233M	Tomb Raider IV: The Last Revelation	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-1234M	Net de Tennis	Original	Japanese	Dumped from original media	Japan	DC	1.004
T-1235M	Vampire Chronicle for Matching Service	Original	Japanese	Dumped from original media	Japan	DC	1.003
T-1236M	Super Street Fighter II X for Matching Service	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-1237M	Sydney 2000	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1238M	Mars Matrix	Original	English / Japanese	Dumped from original media	Japan	DC	1.000
T-1239M	GigaWing 2	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-1240M	Biohazard: Code: Veronica: Kanzenban (Disc 2)	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
T-1241M	Ultimate Fighting Championship	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
T-1243M	Bounty Hunter Sara: Holy Mountain no Teiou	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-1246M	Heavy Metal: Geomatrix	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	2.001
T-1247M	Capcom vs. SNK: Millennium Fight 2000 Pro	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-1248M	Taisen Net Gimmick: Capcom & Psikyo All Stars	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1249M	Capcom vs. SNK 2: Millionaire Fighting 2001	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-12501D-50	MDK2	Original	English / French / German / Italian / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
T-12502D-50	Caesars Palace 2000: Millennium Gold Edition	Original	English	Dumped from original media	Europe	DC	1.000
T-12502D-83	Caesars Palace 2000: Millennium Gold Edition	Original	English	Dumped from original media	Europe	DC	1.000
T-12502N	MDK2	Original	English	Dumped from original media	USA	DC	1.100
T-12503D-50	Dragons Blood	Original	English / French / German	Dumped from original media	Europe	DC	1.001
T-12503N	Incoming	Original	English	Dumped from original media	USA	DC	1.000
T-12504N	Caesars Palace 2000: Millennium Gold Edition	Original	English	Dumped from original media	USA	DC	1.011
T-1250M	Super Puzzle Fighter II X for Matching Service	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-12511N	Super Runabout: San Francisco Edition	Original	English	Dumped from original media	USA	DC	1.005
T-13001D-05	Blue Stinger	Original	English	Dumped from original media	Europe	DC	1.000
T-13001D-09	Blue Stinger	Original	French	Dumped from original media	France	DC	1.000
T-13001D-18	Blue Stinger	Original	English / German	Dumped from original media	Germany	DC	1.000
T-13001D-58	Blue Stinger	Original	English	Dumped from original media	Europe	DC	1.000
T-13001N	Blue Stinger	Original	N/A	Dumped from original media	USA	DC	1.000
T-13002D-50	Vigilante 8: 2nd Offense	Original	English	Dumped from original media	Europe	DC	1.000
T-13002N	Vigilante 8: 2nd Offense	Original	English	Dumped from original media	USA	DC	1.000
T-13003D-05	Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!	Original	English	2 and more dumps from original media [!]	Europe	DC	1.005
T-13003D-09	Disney/Pixar Toy Story 2: Buzz l'Eclair à la Rescousse!	Original	French	Dumped from original media	France	DC	1.000
T-13003D-18	Disney/Pixar Toy Story 2: Buzz Lightyear eilt zur Hilfe!	Original	German	Dumped from original media	Germany	DC	1.002
T-13003N	Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!	Original	English	Dumped from original media	USA	DC	1.002
T-13004N	Cyber Troopers: Virtual-On: Oratorio Tangram	Original	English	2 and more dumps from original media [!]	USA	DC	1.000
T-13005D-05	Disney/Pixar Buzz Lightyear of Star Command	Original	English	Dumped from original media	Europe	DC	1.001
T-13005D-09	Disney/Pixar Les Aventures de Buzz L'Éclair	Original	French	Dumped from original media	France	DC	1.001
T-13005D-18	Disney/Pixar Captain Buzz Lightyear: Star Command	Original	German	Dumped from original media	Germany	DC	1.000
T-13005N	Mat Hoffman's Pro BMX	Original	English	Dumped from original media	USA	DC	1.000
T-13006D-50	Star Wars: Episode I: Racer	Original	English	2 and more dumps from original media [!]	Europe	DC	1.005
T-13006N	Tony Hawk's Pro Skater 2	Original	English	Dumped from original media	USA	DC	1.001
T-13007N	Disney/Pixar Buzz Lightyear of Star Command	Original	English	Dumped from original media	USA	DC	1.000
T-13008D-05	Tony Hawk's Pro Skater 2	Original	English	Dumped from original media	Europe	DC	1.001
T-13008D-18	Tony Hawk's Pro Skater 2	Original	German	Dumped from original media	Germany	DC	1.000
T-13008N	Spider-Man	Original	English	Dumped from original media	USA	DC	1.000
T-13010D-50	Star Wars: Demolition	Original	English	Dumped from original media	Europe	DC	1.000
T-13011D-50	Spider-Man	Original	English	Dumped from original media	Europe	DC	1.000
T-1301M	Revive...: Sosei	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
T-13301M	Gundam Side Story 0079: Rise from the Ashes	Limited Edition	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
T-13301N	Gundam Side Story 0079: Rise from the Ashes	Original	English	Dumped from original media	USA	DC	1.003
T-13303M	Gundam Side Story 0079: Rise from the Ashes: Special Edition	Bandai the Best	Japanese	Dumped from original media	Japan	DC	1.000
T-13304M	Gundam Battle Online	Original	Japanese	Dumped from original media	Japan	DC	1.006
T-13305M	Kidou Senshi Gundam: Gihren no Yabou: Zeon no Keifu (Disc 2) (Zeon Disc)	Original	Japanese	Dumped from original media	Japan	DC	1.002
T-13306M	Kidou Senshi Gundam: Renpou vs. Zeon & DX (Disc 2) (Kidou Senshi Gundam: Renpou vs. Zeon DX)	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-13701N	TNN Motorsports Hardcore Heat	Original	English	Dumped from original media	USA	DC	1.001
T-1401D-50	Soulcalibur	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
T-1401M	Soulcalibur	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	2.000
T-1401N	Soulcalibur	Original	English	2 and more dumps from original media [!]	USA	DC	1.000
T-1402M	Mr. Driller	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
T-1402N	Mr. Driller	Original	English	Dumped from original media	USA	DC	1.001
T-1403N	Namco Museum	Original	English	Dumped from original media	USA	DC	1.010
T-1404N	Ms. Pac-Man Maze Madness	Original	English	Dumped from original media	USA	DC	1.000
T-14301M	Kita e. White Illumination	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	2.002
T-14302M	Elemental Gimmick Gear	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-14303M	Super Producers: Mezase Show Biz Kai	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-14304M	Rune Jade	Original	Japanese	Dumped from original media	Japan	DC	1.027
T-14305M	Denpa Shounen-teki Kenshou Seikatsu Soft: Nasubi no Heya	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-14306M	Kita e. Photo Memories	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-14307M	Typing of the Date	Original	Japanese	Dumped from original media	Japan	DC	1.000
T-14401M	Maken X	Original	Japanese	Dumped from original media	Japan	DC	1.004
T-14402M	deSPIRIA	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-15001M	Incoming: Jinrui Saishuu Kessen	Original	Japanese	Dumped from original media	Japan	DC	2.000
T-15002M	Redline Racer	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
T-15003M	Seitai Heiki Expendable	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-15006M	Super Euro Soccer 2000	Original	English	Dumped from original media	Japan	DC	1.002
T-15101D-50	Millennium Soldier: Expendable	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.000
T-15102D-50	UEFA Striker	Original	Dutch / English / French / German / Italian / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
T-15102N	Test Drive 6	Original	English	2 and more dumps from original media [!]	USA	DC	1.000
T-15103D-50	PenPen	Original	Dutch / English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.030
T-15104D-50	Slave Zero	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.000
T-15104N	Expendable	Original	English / French / German / Italian / Spanish	Dumped from original media	USA	DC	1.000
T-15105D-50	V-Rally 2: Expert Edition	Original	English / French / German	Dumped from original media	Europe	DC	0.002
T-15105N	PenPen TriIcelon	Original	English	Dumped from original media	USA	DC	1.020
T-15106D-50	Wacky Races	Original	Dutch / English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.000
T-15106N	Slave Zero	Original	English	Dumped from original media	USA	DC	1.002
T-15108D-50	Looney Tunes: Space Race	Original	Dutch / English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.001
T-15108N	Silver	Original	English	Dumped from original media	USA	DC	1.001
T-15109D-06	Silver	Original	Spanish	Dumped from original media	Spain	DC	1.000
T-15109D-18	Silver	Original	German	Dumped from original media	Germany	DC	1.000
T-15109D-91	Silver	Original	Dutch / English	Dumped from original media	Europe	DC	1.001
T-15109D-92	Silver	Original	French / Italian / Portuguese	Dumped from original media	France	DC	1.000
T-15110N	Test Drive V-Rally	Original	English / French / German	Dumped from original media	USA	DC	1.001
T-15111D-50	Le Mans 24 Hours	Original, Sample	English / French / German / Italian / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
T-15111N	Striker Pro 2000	Original	English	Dumped from original media	USA	DC	1.002
T-15112D-05A	Alone in the Dark: The New Nightmare (Disc 1)	Original	English	Dumped from original media	Europe	DC	1.000
T-15112D-05B	Alone in the Dark: The New Nightmare (Disc 2)	Original	English	Dumped from original media	Europe	DC	1.000
T-15112D-09A	Alone in the Dark: The New Nightmare (Disc 1)	Original	French	2 and more dumps from original media [!]	France	DC	1.000
T-15112D-09B	Alone in the Dark: The New Nightmare (Disc 2)	Original	French	2 and more dumps from original media [!]	France	DC	1.000
T-15112D-18A	Alone in the Dark: The New Nightmare (Disc 1)	Original	English / German	2 and more dumps from original media [!]	Germany	DC	1.000
T-15112D-18B	Alone in the Dark: The New Nightmare (Disc 2)	Original	English / German	2 and more dumps from original media [!]	Germany	DC	1.000
T-15112N	Demolition Racer: No Exit	Original	English	Dumped from original media	USA	DC	1.002
T-15112ND	Demolition Racer: No Exit	Demo	English	2 and more dumps from original media [!]	USA	DC	0.800
T-15113D-50	Unreal Tournament	Original	English	Dumped from original media	Europe	DC	1.004
T-15113N	Wacky Races	Original	English	Dumped from original media	USA	DC	1.001
T-15116N	Looney Tunes: Space Race	Original	English / French / Spanish	Dumped from original media	USA	DC	1.000
T-15117N	Alone in the Dark: The New Nightmare (Disc 2)	Original	English	Dumped from original media	USA	DC	1.000
T-15122N	The Ring: Terror's Realm	Original	English	Dumped from original media	USA	DC	1.002
T-15123N	Test Drive Le Mans	Original	English / French / Spanish	Dumped from original media	USA	DC	1.000
T-15125N	Unreal Tournament	Original	English / French / German / Italian / Spanish	2 and more dumps from original media [!]	USA	DC	1.000
T-15126N	Xtreme Sports	Original	English	Dumped from original media	USA	DC	1.000
T-15127N	Charge 'N Blast	Original	English	Dumped from original media	USA	DC	1.000
T-15128N	Coaster Works	Original	English	2 and more dumps from original media [!]	USA	DC	1.002
T-15129N	Iron Aces	Original	English	Dumped from original media	USA	DC	1.000
T-15130N	Atari Anniversary Edition	Original	N/A	Dumped from original media	USA	DC	1.001
T-16601M	Shin Honkaku Hanafuda	Original	Japanese	Dumped from original media	Japan	DC	1.005
T-16603M	Cleopatra Fortune	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	2.001
T-16801M	Pro Mahjong Kiwame D	Original	Japanese	Dumped from original media	Japan	DC	1.004
T-17001M	PenPen TriIcelon	Original	Japanese	Dumped from original media	Japan	DC	2.000
T-17701D-50	Racing Simulation: Monaco Grand Prix	Original	English / French / German / Italian / Spanish	2 and more dumps from original media [!]	Europe	DC	1.216
T-17701M	Monaco Grand Prix Racing Simulation 2	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
T-17701N	Monaco Grand Prix	Original	English	Dumped from original media	USA	DC	1.215
T-17702D-50	Speed Devils	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.004
T-17702M	Speed Devils	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
T-17702N	Speed Devils	Original	English	Dumped from original media	USA	DC	1.004
T-17703D-50	Suzuki Alstare: Extreme Racing	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.000
T-17703D-74	Suzuki Alstare: Extreme Racing	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.000
T-17703M	Rayman: Kaizokusen kara no Dasshutsu!	Original	Japanese	Dumped from original media	Japan	DC	1.009
T-17703N	Suzuki Alstare: Extreme Racing	Original	English	Dumped from original media	USA	DC	1.000
T-17704D-09A	Deep Fighter (Disc 1)	Original	French	Dumped from original media	France	DC	1.002
T-17704D-09B	Deep Fighter (Disc 2)	Original	French	Dumped from original media	France	DC	1.002
T-17704D-18A	Deep Fighter (Disc 1)	Original	German	Dumped from original media	Germany	DC	1.001
T-17704D-18B	Deep Fighter (Disc 2)	Original	German	Dumped from original media	Germany	DC	1.001
T-17704D-61A	Deep Fighter (Disc 1)	Original	English / Italian	Dumped from original media	Europe	DC	1.002
T-17704D-61B	Deep Fighter (Disc 2)	Original	English / Italian	Dumped from original media	Europe	DC	1.002
T-17704N	Rayman 2: The Great Escape	Original	English / French / German / Italian / Spanish	Dumped from original media	USA	DC	1.003
T-17705D-50	Evolution: The World of Sacred Device	Original	English	Dumped from original media	Europe	DC	1.308
T-17705N	Deep Fighter (Disc 2)	Original	English	Dumped from original media	USA	DC	1.002
T-17706D-50	F1 Racing Championship	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.001
T-17706N	Evolution: The World of Sacred Device	Original	English	Dumped from original media	USA	DC	1.290
T-17707D-50	Rayman 2: The Great Escape	Original	English / French / German / Italian / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
T-17708D-09	Taxi 2: Le Jeu	Original	French	2 and more dumps from original media [!]	France	DC	1.000
T-17708N	Stupid Invaders (Disc 2)	Original	English	Dumped from original media	USA	DC	1.001
T-17710D-50	POD 2: Multiplayer Online	Original	English	2 and more dumps from original media [!]	Europe	DC	1.004
T-17711D-09	Stupid Invaders (Disc 2)	Original	N/A	Dumped from original media	France	DC	1.000
T-17711D-71	Stupid Invaders (Disc 2)	Original	English / French / German / Italian	Dumped from original media	Europe	DC	1.000
T-17711N	Evolution 2: Far Off Promise	Original	English	Dumped from original media	USA	DC	1.000
T-17713D-50	Speed Devils: Online Racing	Original	English	Dumped from original media	Europe	DC	1.003
T-17713N	POD: Speedzone	Original	English	Dumped from original media	USA	DC	1.002
T-17714D-50	Disney's Donald Duck: Quack Attack	Original	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.002
T-17715D-50	Grandia II	Original, Sample	English	2 and more dumps from original media [!]	Europe	DC	1.000
T-17716D-50	Dragon Riders: Chronicles of Pern	Original	N/A	Dumped from original media	Europe	DC	1.001
T-17716N	Grandia II	Original	English	Dumped from original media	USA	DC	1.001
T-17717D-50	The Next Tetris	Original	English	Dumped from original media	Europe	DC	1.003
T-17717N	Disney's Dinosaur	Original	English	Dumped from original media	USA	DC	1.002
T-17718D-50	Disney's Dinosaur	Original	English / French / German / Italian / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
T-17718N	Speed Devils: Online Racing	Original	English	Dumped from original media	USA	DC	1.002
T-17719N	Disney's Donald Duck: Goin' Quackers	Original	N/A	Dumped from original media	USA	DC	1.001
T-17720N	Dragon Riders: Chronicles of Pern	Original	English	Dumped from original media	USA	DC	1.002
T-17721D-50	Surf Rocket Racers	Original, Sample	N/A	2 and more dumps from original media [!]	Europe	DC	1.000
T-17721N	Conflict Zone	Original	English	Dumped from original media	USA	DC	1.002
T-17722D-50	SnoCross Championship Racing	Original	English / French / German	Dumped from original media	Europe	DC	1.000
T-17723D-05	StarLancer	Original	English	Dumped from original media	Europe	DC	1.003
T-17726D-50	Soldier of Fortune	Original	English	Dumped from original media	Europe	DC	1.000
T-18701M	Nihon Pro Mahjong Renmei Kounin: Tetsuman Menkyokaiden	Original	Japanese	Dumped from original media	Japan	DC	1.001
T-18702M	Miss Moonlight	Original	Japanese	Dumped from original media	Japan	DC	1.006
